index,年振幅,年涨跌,最新价,区间换,相对大,非系统,波动率,连跌天,近期创,duvol
300003.SZ,37.394195888754545,20.012091898428075,-3.38281820394256,336.33046051153025,61.69534608690844,0.04973478604480665,39.63326642843057,2.0,0.0,-29.89282985527434
600426.SH,35.329642677403115,-13.890286864620027,-20.492565055762075,212.51633149030238,25.379972423557728,0.03572946728571824,32.0794464412029,1.0,0.0,-17.801306183503627
002123.SZ,49.398849973863044,-14.53214845791948,-32.60511129431162,1140.4554337114748,56.83520377751477,0.07975612495239387,60.78550808309796,0.0,0.0,-46.86879919482154
600276.SH,25.70840950639854,8.35237659963437,-4.86556982343501,111.30753445991121,50.97761797889203,0.03514704567699352,30.641540611452406,2.0,0.0,-31.182505390767414
601012.SH,54.973821989528794,23.4393878372936,-13.418079096045194,292.77707108383805,32.10865183577168,0.052865898199300015,43.09904537992856,2.0,0.0,-53.002173080999974
002032.SZ,20.304766866371455,-12.73769210731962,-17.892156862745097,67.55338957156256,4.110986706969088,0.030858397468771726,23.423415401605403,1.0,0.0,-22.644099150995334
600845.SH,72.40121580547113,69.30091185410336,-1.4508138711960268,237.26601109229486,133.75285758224237,0.06872508176965186,49.357484991866514,2.0,0.0,-18.891027961378644
000333.SZ,25.236051502145934,-2.2317596566523656,-6.6393442622950865,97.29064818667335,15.714522422272546,0.024918218822057053,24.74076779861373,0.0,0.0,-33.48229307513432
002683.SZ,121.85676392572944,85.25198938992042,-14.411764705882346,568.9501492593009,180.74924120289336,0.0768554986806727,66.32405085710052,1.0,0.0,-42.98931611498718
002236.SZ,35.8148893360161,-14.587525150905423,-25.460930640913077,656.6530781161827,21.897861206954264,0.04614277249937414,42.99304928576542,2.0,1.0,-48.25124468016059
600050.SH,21.052631578947377,-12.903225806451612,-26.293103448275858,146.46464695731908,-13.132124785675105,0.021378252271037717,23.667764074103246,2.0,0.0,-120.53466313624592
300782.SZ,85.1207446938129,67.95818407778347,-4.004178272980502,1899.656968,1260.5028941925486,0.14546358825118447,103.77685418135016,0.0,0.0,-84.0954187851787
600048.SH,24.41285537700865,-5.6860321384425205,-12.046109510086465,151.98385818613605,24.25159801299609,0.03772251193933901,30.11186308853162,1.0,0.0,-39.247604868041456
601628.SH,33.09435044450818,-22.913679380556353,-25.95041322314049,16.55914113985477,5.621648384072742,0.030827985186665952,30.906973013718275,2.0,0.0,-45.66012141406278
600438.SH,67.70753998476769,7.159177456207133,-30.000000000000004,365.76009932723645,-6.840774631081947,0.06177249526735826,51.641692922181115,2.0,0.0,-47.985266861492605
300463.SZ,69.2992213570634,64.51612903225808,0.0,353.69227041350666,119.803745554984,0.06605746455709886,50.571403912583015,0.0,0.0,-65.41162537208206
600383.SH,27.65517241379311,-13.103448275862062,-20.454545454545453,145.77421381269312,13.884343891087335,0.040741540499510565,34.23038875552615,1.0,0.0,-65.71313061587678
002572.SZ,30.07159904534606,-0.10529223497236506,-6.986927658785377,371.7323710094984,-1.4054695085660929,0.03778723887294791,37.56343111507391,2.0,0.0,-21.447606115831878
300166.SZ,60.0,20.153846153846146,-25.227381522259456,707.3950565849402,27.412433212257806,0.04202682190224603,37.72684631956223,2.0,0.0,-56.1032037822602
600030.SH,21.93675889328062,-7.3517786561264735,-10.976072920622842,330.13261480016166,20.261334432211864,0.021586720572031978,31.299194444975026,2.0,1.0,-66.13737811427637
300498.SZ,31.845238095238088,-16.428571428571438,-35.243650025752885,187.19515837502755,-18.59885386387008,0.05269972664639735,41.214239579308625,1.0,0.0,-25.66762403395608
603063.SH,28.47965738758031,-18.522483940042832,-33.940972222222214,319.67286408147265,-21.346908553240848,0.036503562508068826,35.75117350062402,1.0,0.0,-53.68023269529832
0291.HK,30.1624,-5.6845,-11.8221,54.3058,18.5013,0.0428,34.4812,1.0,0.0,-12.586361318748596
002241.SZ,63.80522088353414,6.224899598393563,-23.13839447875046,695.406647934412,153.7013374012176,0.06695566437795161,55.26896287396349,2.0,1.0,-69.31617902506764
002007.SZ,58.28362126708908,37.44857283476941,-7.386934673366826,337.2813483174823,73.74976802830214,0.04765398879580366,34.30076404987184,1.0,0.0,-23.311099651129695
600031.SH,38.94428152492669,13.255131964809364,-8.178792201616751,231.42467724568866,65.17013969548923,0.03382013956871178,30.51561560108988,1.0,0.0,-36.38162355503075
000708.SZ,55.03706934147405,19.625418369192115,-8.56630522648083,252.34480544946808,115.8578427216182,0.050295396329902944,38.765474696015126,1.0,0.0,-62.05298221939417
000063.SZ,60.94942074032213,16.33229725911276,-27.389770723104057,727.1713952428178,37.98788973913981,0.04651479701144506,40.40781514043766,2.0,0.0,-58.75060881721834
2328.HK,41.2141,-25.9851,-32.2612,100.6197,-8.275,0.0326,30.4662,2.0,0.0,-28.4760138330974
000661.SZ,48.07606263982102,43.512304250559275,-1.216507545426544,302.1506873739687,115.58265847913313,0.041457372508769706,33.24947908611031,1.0,0.0,-43.153009775554196
300014.SZ,75.2591706539075,32.057416267942585,-22.3082336382829,759.5621479692876,155.98245195782664,0.06477335175808835,56.474478732883526,1.0,0.0,-20.96000395351536
000568.SZ,34.263959390862944,1.0152284263959421,-11.088545897644194,202.50424857201818,26.719002656755787,0.042504785740069856,38.99142059314556,1.0,0.0,-47.557005981463725
002624.SZ,41.20978704123244,1.925690983235162,-22.283641388840902,295.6115136213298,74.86059465159893,0.06918657809727145,49.977515648414325,1.0,0.0,-49.785300562969724
018007.SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.24775801963641
300383.SZ,61.88340807174888,39.910313901345276,-10.857142857142858,599.7327250994115,71.44171611524119,0.04699754206134969,35.8576697242527,2.0,0.0,-26.99939596012304
600201.SH,44.71153846153847,35.52350427350428,-4.300264051301396,395.5621345090971,71.15422470341639,0.04141668227739724,33.075071957058796,1.0,1.0,-44.16320714406035
300207.SZ,72.95081967213117,-19.877049180327866,-42.07407407407408,544.0002548986406,33.5502420423475,0.06864833681630504,54.73213947835929,1.0,0.0,-8.633977068198464
600036.SH,30.46833422032995,-9.925492283129312,-15.712151394422303,59.90480910224181,7.282672642445764,0.021909266809508547,23.24843014627946,1.0,0.0,-8.472071303639487
002035.SZ,30.625931445603584,-17.66020864381519,-21.797593772116063,480.5790131843546,-9.29714408433343,0.04210593565569921,41.48678670825297,1.0,0.0,-76.29947285914626
000968.SZ,37.719298245614034,-25.730994152046783,-41.78887178344165,158.63356312663973,-31.793174000662685,0.040352939206846336,37.40425549541202,1.0,0.0,-28.431374859376174
601318.SH,26.562134331851155,-13.96535732978107,-20.513291215168543,133.35147385638152,-3.4066922315047043,0.017774786402839318,23.824997449632516,1.0,0.0,-17.63799446808568
300036.SZ,62.61916708479678,28.850978424485717,-20.789636027143732,834.9229159679089,71.14889604437755,0.05423820260445484,44.88192737343301,2.0,0.0,-16.73219902785034
601166.SH,27.72727272727274,-18.939393939393945,-21.4005876591577,88.47328719948155,-7.667484574860772,0.024565820557792488,23.637270055672595,2.0,0.0,-20.44321199397052
601088.SH,25.808219178082194,-12.164383561643833,-19.726861900773326,32.70026124319838,-8.518672547890194,0.023185588700268676,23.740144935896517,1.0,0.0,7.333129927334819
300651.SZ,25.383491599707824,-2.300949598246904,-50.46296296296296,606.3935412186033,-18.658820665369213,0.05242386590496557,37.988894481775965,1.0,0.0,-43.910241750864614
603345.SH,105.70611008247768,84.26190876956741,-1.6176867080075474,293.89272974808,137.83201713145922,0.05714533880228606,41.0859275728766,2.0,0.0,-51.64923291126118
002332.SZ,71.52988855116517,48.42958459979738,-9.344059405940602,614.7991026097783,111.67423383222574,0.055699264983418525,40.61215666305832,2.0,0.0,-57.7193936100931
002212.SZ,71.59389794844816,46.18621778011571,-14.016089108910892,248.81197471163492,92.44534184624275,0.04891571407322329,36.49003253438211,3.0,0.0,-68.90684268738568
019611.SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.75499639423292
000895.SZ,61.21253875301414,44.23010678608335,-5.05668934240364,343.11700926911567,66.4129325336547,0.04560511251881862,34.823901194618465,2.0,0.0,-76.91861835233856
300122.SZ,73.35884011276683,64.41804269029402,-4.042778234810205,301.44049423135885,106.59459549860412,0.044170774314550694,37.18434079599602,1.0,0.0,-6.458904528761043
300357.SZ,48.85617214043037,23.963759909399762,-9.909465020576143,277.53579540450187,90.6261817634178,0.05472056237849879,42.50413658998433,1.0,0.0,-14.184319613022303
002768.SZ,170.0300558179476,54.572778016316015,-40.76999012833169,924.8360082205746,50.57998812329639,0.09305002425072732,73.26848317890665,1.0,0.0,-72.56179077234887
300012.SZ,31.72367538564722,22.132796780684117,-1.3008130081300795,320.61623739593546,87.14681313853873,0.04467094312686194,34.13380352677382,2.0,0.0,-43.49719982367331
601818.SH,24.263038548752824,-17.460317460317466,-23.20675105485233,59.98225950851149,-1.771440950294012,0.02197648186054994,20.598846647907582,1.0,1.0,-56.623658127864196
300753.SZ,36.285574092247295,10.009813542688928,-14.017257909875344,1805.144291153331,29.15425326143789,0.050739273373355306,37.66611251264069,1.0,0.0,-28.0508064966973
000651.SZ,33.79078987496189,-11.665141811527901,-17.899659863945576,169.86816728345144,12.2532207989548,0.0303366927302563,29.48315648287444,1.0,0.0,-75.61615978682951
002384.SZ,72.18142548596114,17.840172786177135,-25.44411041268106,1063.9386404520876,87.84352856610614,0.0575678693646319,57.479849341552494,2.0,1.0,-16.002672233581368
002142.SZ,27.637655417406755,-12.149200710479569,-16.90188172043011,100.79386740174385,15.373870296676506,0.032307108220229856,32.44073058001437,1.0,0.0,-33.821782115022074
300144.SZ,30.637334196053057,-4.238110643804582,-11.562593367194491,196.71216872388015,40.45886363216672,0.043155772267927474,33.41759229843855,2.0,0.0,1.4095811551420394
600114.SH,91.14219114219114,16.550116550116556,-36.70886075949367,858.169294313154,61.70462828777515,0.07670870306596426,64.93798860268252,1.0,0.0,-78.59657057427908
000961.SZ,39.146919431279606,-25.687203791469205,-28.985507246376805,206.31836553741977,-3.3724591893814604,0.047856857376128194,42.42016866339238,2.0,0.0,-43.4340478608738
000166.SZ,21.679687499999993,-12.890625,-15.370018975332059,52.48088796724059,-3.990475982826236,0.01750549874221708,23.911830331151755,1.0,1.0,-20.430567865330378
600855.SH,163.54759967453217,44.9959316517494,-39.91908293998651,984.4110273204477,31.194640862306958,0.10336609662290126,76.96361347652903,1.0,0.0,-80.17769658553881
000671.SZ,30.588235294117634,-20.94117647058824,-24.153498871331827,175.21731485360655,3.007418755891178,0.04973549374366129,40.2405312481806,1.0,0.0,-77.70282401117291
603456.SH,81.49210903873745,67.86226685796271,-5.492730210016161,306.0950521863131,189.77143050568205,0.09221253393295502,65.99792723622093,0.0,0.0,-44.84954579077632
002396.SZ,52.615298087739035,4.555680539932516,-25.161030595813205,690.5790646760516,69.57383600221083,0.055257371358462565,41.41260817334515,2.0,0.0,-14.171599587617953
002179.SZ,24.98719918074758,-8.499743983614938,-20.718722271517283,187.23065339022003,10.331704021510633,0.02964382086586946,25.39866307508458,1.0,0.0,-27.99032659098663
600529.SH,72.39507959479016,57.38060781476122,-7.011543394613079,261.98645777138745,128.5326835005799,0.051841031750949645,38.75125665205025,1.0,0.0,-20.933511150516573
002050.SZ,49.33641084824005,32.83323716099251,-2.704987320371936,243.4133299675024,113.67360049162848,0.05139172080416934,42.608660734178805,1.0,0.0,-64.35217657327134
600016.SH,15.055467511885897,-8.71632329635499,-10.140405616224648,46.79685071963319,0.05162359554583551,0.01014077384357561,12.268681475980868,2.0,0.0,-12.594056311356358
0268.HK,79.1238,75.7844,-1.013,148.2197,61.841,0.0687,49.6096,2.0,0.0,-3.130381538622265
300601.SZ,72.3203098302768,61.5787675133842,-0.8665874624362323,393.8434949630233,187.58593416619703,0.05690697050257104,42.13929324343761,1.0,0.0,-7.9915424030333115
601139.SH,27.586206896551722,-7.662835249042132,-18.58108108108107,110.09058167582747,34.99335849481017,0.03530581685863548,28.063546082524315,1.0,0.0,-78.4695993670369
1299.HK,33.9242,-16.5648,-22.5578,53.0401,-7.8115,0.0341,28.7832,0.0,0.0,-6.503516114690629
002311.SZ,47.00000000000002,26.94444444444446,-3.9310489804498605,124.4170825882867,53.95738392010173,0.041253043565002825,31.56665991997418,1.0,0.0,-35.43125044861103
600519.SH,31.94420963651734,10.989010989010994,-1.8684603886397748,72.72968628029761,50.81755973984853,0.032700620085417104,27.49119978073561,1.0,0.0,-15.60738795957693
600837.SH,23.091849935316954,-19.016817593790435,-24.759615384615387,231.88832104424688,3.2462754030364693,0.027531398555905324,32.876705098644074,2.0,0.0,-77.99881243598267
0939.HK,15.3046,-9.3611,-10.9489,36.8929,2.1626,0.0232,19.91,1.0,1.0,-16.20581703454085
601877.SH,30.373134328358216,-7.462686567164178,-18.980725253185238,110.20225480774326,10.60412067172639,0.02923133329501867,30.23291241528714,1.0,0.0,-37.740275885561275
601098.SH,29.899497487437188,-9.128978224455597,-20.04421518054532,78.8004201002228,-8.515373254260671,0.028199577747034237,23.789723347556873,1.0,0.0,-10.41124004769341
600673.SH,37.89062499999999,-36.621093750000014,-38.36657169990503,210.21381093821074,-18.95857738572749,0.035336476307961155,26.66221180604531,1.0,0.0,-36.25394705895943
000876.SZ,99.59899749373433,51.127819548872154,-15.18987341772153,330.4254250629508,66.821113348833,0.07257375898873374,52.65161496642524,0.0,0.0,-56.48400058070079
600884.SH,46.55810510732791,-15.09992598075499,-30.315917375455655,307.9170865771903,-1.1851880801883596,0.04358310260290692,37.2161846272039,1.0,0.0,-17.220654790803845
300590.SZ,91.26589275843006,21.614151464897734,-36.01861276719499,1016.3745262038881,25.23329979914778,0.06450542217148658,53.074348639807056,2.0,0.0,-14.047739765103733
300129.SZ,32.71604938271604,-16.501654066165482,-25.948547219263546,394.5404617841775,2.4221906245465497,0.03543253160708414,36.54600440007635,1.0,0.0,-31.527651520894583
002353.SZ,57.35930735930735,-28.814935064935064,-37.32729871367318,506.1005702551706,24.521912602506216,0.05777790984545922,46.762479508087935,2.0,0.0,-27.62688739856378
000878.SZ,36.09077598828698,-30.453879941434835,-32.624113475177296,349.43405680372496,-2.238109580777581,0.03209342955160401,35.306806015781355,1.0,0.0,-58.12217146787136
002555.SZ,48.34756776828816,38.450286196376425,-6.083974627999569,461.9469488434689,175.5511075095419,0.07100412597214942,51.659384727415144,2.0,0.0,-17.197249235298496
002705.SZ,96.90721649484537,89.8120072771377,-3.6626654355186217,173.98098213046595,203.012100287294,0.0602809936227532,48.9936540340384,1.0,0.0,-44.594711102191106
000031.SZ,32.86908077994429,-27.298050139275766,-35.15527950310561,183.68423165181224,-22.961106742512115,0.040890944441257494,37.193766282463805,2.0,0.0,-40.09059525332111
300015.SZ,36.52679474216378,20.677451971688576,-1.8705035971222865,168.7254556188233,78.18263129419493,0.04008908990138538,35.31249831340709,1.0,0.0,-22.6901970319734
000002.SZ,29.272840273461785,-20.789310130515858,-24.136904761904777,154.73607484442877,-3.4011917451138185,0.03620688266817079,30.568137501784616,1.0,0.0,-32.08909451157484
1398.HK,21.6667,-16.3333,-17.8396,63.8534,-2.7502,0.0228,20.1052,1.0,0.0,-20.11110514736707
300146.SZ,30.540189468243756,15.950509431504912,-12.916837314927857,423.1154554047065,-7.201279525634696,0.03995606637635839,30.880368714914262,1.0,0.0,-60.28779444705852
300033.SZ,53.89056915039868,8.888369772289838,-20.688851629809452,1089.6248547733674,40.08624202813377,0.06342671365223285,66.36395295361532,2.0,0.0,-27.926204192882796
603517.SH,56.66307857911733,30.29063509149621,-0.26367831245880713,419.26696337118227,93.13771264543195,0.04504361169221985,32.75499595309726,1.0,0.0,-28.58058220178055
002157.SZ,68.33333333333333,-0.30864197530865445,-27.51346499102335,969.4962205747113,-14.72859581152235,0.09168468595689457,72.08219201045331,2.0,0.0,-52.218688949830806
1797.HK,116.5054,78.4946,-15.629,129.1958,227.2971,0.1069,75.9039,2.0,0.0,-41.969310146263524
000725.SZ,55.06607929515417,-13.436123348017626,-32.82051282051282,536.3571610468971,17.456933629547045,0.03838459409146111,37.012130760223776,1.0,0.0,-69.9936063888141
002891.SZ,46.579330422125174,13.464337700145567,-3.676243435279568,659.7205592323193,63.56062959223524,0.05554575269335276,45.69285774275588,1.0,0.0,-48.77612614123447
600867.SH,35.33596837944663,12.80632411067193,-26.25322997416021,359.3859575524929,3.169728329625532,0.048135786473293175,40.57577608240735,1.0,0.0,-15.024101112067509
300450.SZ,56.809078771695596,-11.593235425011128,-33.992357534474166,416.24843576577325,35.540728034738656,0.05647374388363134,41.82045620284503,1.0,0.0,-22.81767361389377
2020.HK,53.6201,-1.9999,-14.4492,72.9237,35.7402,0.0489,40.7095,2.0,0.0,-3.524133645477122
600887.SH,21.84873949579831,-7.950872656754992,-17.83035199076744,211.97477252843294,-4.604461047592256,0.031361791756319105,26.029063433004662,1.0,0.0,-30.96853846595822
600176.SH,37.247706422018354,-16.330275229357806,-21.24352331606218,197.5776723554585,-1.839588903678735,0.03212458996687785,32.400321185698964,1.0,1.0,-38.89436071014959
002273.SZ,53.83663366336635,-3.3415841584158334,-25.866160417655436,1055.6430749596632,75.18777981174688,0.06113448524468293,50.97847726990775,2.0,0.0,-27.75741962554235
002271.SZ,63.968072976054735,39.98479665526418,-10.780038759689921,399.72688275881586,85.90687345598381,0.0376044876083484,30.081709962292546,1.0,0.0,-35.86582619196299
6098.HK,53.3333,40.9524,-2.5033,66.2261,161.6935,0.044,35.1255,1.0,0.0,17.729306779325114
600763.SH,41.919438213205886,25.81683409733737,-3.6450552733791395,255.80934225299393,68.71319680241125,0.034772895974142,28.689732683888508,2.0,0.0,-42.48625051400442
603501.SH,62.663877266387736,49.860529986052995,-3.1414792446027,952.6821636662256,311.2355488876172,0.07201862935255568,57.55388590144145,2.0,0.0,-20.647573720085155
600745.SH,88.32432432432434,26.44324324324323,-31.952525017454047,650.5849272103533,291.3039354707774,0.08997446930719907,68.42071229516516,2.0,0.0,-36.425183190350985
002675.SZ,32.65052762259468,8.193668528864052,-3.701657458563546,425.2151174967553,55.87304592636802,0.04906385682440422,37.31896306589906,2.0,0.0,-74.04393032502139
601688.SH,20.384047267355974,-12.604628261939933,-23.533272341379902,262.67578437473685,-0.24034632518988852,0.030505534982962223,36.062103968751906,1.0,0.0,-20.245478675603394
002044.SZ,31.69912693082605,-17.93149764942915,-27.563722584469474,209.3711443612066,4.870393070810685,0.047734410701417665,38.74007939395945,1.0,0.0,-35.92037822508656
000425.SZ,42.96160877513711,14.625228519195609,-7.111111111111115,304.8041334980523,44.61073743882729,0.03820767515504505,36.69851298963917,1.0,0.0,-79.53701403146691
002475.SZ,48.57534246575343,32.13698630136985,-6.585318613209382,321.0156524101793,177.07361865717561,0.05368515190135983,43.108161112082456,2.0,0.0,-36.75105511734147
601398.SH,19.047619047619037,-13.43537414965985,-15.867768595041312,14.612836318867037,-3.2058533242390164,0.01516477946360126,13.61126579463596,1.0,0.0,1.258512970263599
002405.SZ,52.60869565217391,-6.273291925465852,-28.921337729627894,948.848281139141,5.260099018513531,0.04770590018400106,44.60171958020718,2.0,0.0,-23.54058589471447
002410.SZ,60.50618010594467,51.43249391089171,-5.392974019266416,220.54493268761232,84.0505476340992,0.04188667882688798,30.68690394457814,1.0,0.0,-12.022839613098618
603816.SH,33.785261316422485,-7.063197026022294,-13.705583756345169,283.8247436676103,38.75638538199354,0.03520927063950167,36.775074318993205,2.0,1.0,-5.661010977086321
