,PROVINCE,EV3,PB_LYR,EPS_TTM
002244.SZ,浙江省,23.326227076820256,0.8150760887602276,0.4874470974663791
601111.SH,北京,25.23004941747445,1.0816835518397079,-0.07707154863877877
002614.SZ,福建省,22.365971301621016,1.5262140301417306,0.3933062815577659
601336.SH,北京,25.507768453504138,1.6666936163218904,5.073493692961663
603730.SH,上海,23.204645141460258,3.1992754172628817,1.5503188273269441
0522.HK,香港特别行政区,24.24358508511083,2.9062863274828445,1.302990512249005
0788.HK,北京,26.424426212706663,1.468184400087609,0.02966902655093199
002918.SZ,广东省,23.129228471173427,3.795249623254124,1.0325255330003544
600332.SH,广东省,24.599285798901658,2.1074622606744824,1.8242841019961906
600033.SH,福建省,22.748058988510067,0.7964192866534693,0.21633919351406497
002032.SZ,浙江省,24.723982980935425,7.992098573152759,2.084550818503476
603186.SH,浙江省,22.729643486231513,10.012004783415302,0.8102993935059914
2883.HK,天津,24.70171887261227,0.7214161712969804,0.756718571495635
000719.SZ,河南省,22.670453124491637,0.8469144905530366,0.80544813068311
600873.SH,西藏自治区,23.366772685620447,1.5661059555948789,0.2874947674840642
601958.SH,陕西省,23.689783411180656,1.479166113910088,0.17621640993547272
002204.SZ,辽宁省,22.79734861253229,1.193861900227994,0.02665703634568976
603816.SH,浙江省,23.937223084725993,4.212085961841737,1.9487210439487241
002540.SZ,江苏省,22.430573927772283,1.1933505551294834,0.2657525371980737
000573.SZ,广东省,21.276344889025015,1.0073845645106287,-0.029111817144979336
300118.SZ,浙江省,23.129014488741912,1.3441027894302555,0.9391332135427128
002901.SZ,福建省,24.302381216452968,20.816084891204095,1.1733083119564685
601628.SH,北京,27.256800425326194,1.955884768577684,1.7457461523125748
601633.SH,河北省,24.91335275520687,1.4076998337472764,0.3367324618404476
002746.SZ,山东省,22.57431541848279,1.931680194292556,2.170740533072789
000963.SZ,浙江省,24.362846211232906,3.093214667996852,1.7448484696347077
603589.SH,安徽省,23.961473590114103,3.63503916940108,2.364252538066667
600809.SH,山西省,25.271125584115694,12.680378011808418,2.622811263679657
603308.SH,安徽省,22.735559961059966,2.0800848698784007,0.2687854347355995
300659.SZ,山东省,23.32711095121834,23.50218334990571,0.8211495783417294
002773.SZ,四川省,24.280046451570566,7.585718580223604,0.7809379128736937
2328.HK,北京,25.804903844160613,0.8487892532323555,1.091680808083919
600600.SH,山东省,24.95617548130834,3.9011075610481587,1.170816532123194
600855.SH,北京,22.793947019672444,4.687787423835051,0.07807010723126878
0817.HK,香港特别行政区,24.90491107448568,1.489626105177338,0.5479208583700156
002449.SZ,广东省,22.608330727770525,1.7999963873818834,0.5545218727548535
002541.SZ,安徽省,22.95003019779963,1.8772346310954668,1.0172748304327321
000671.SZ,福建省,24.064005711805766,1.0559216098175934,1.0129071079145562
601138.SH,广东省,26.381715368526837,3.211263317232351,0.8864445737708031
603179.SH,江苏省,22.465389990881416,3.3543583641422994,0.714578758852941
002292.SZ,广东省,22.903534143939684,2.195221889852793,0.016003336409549936
300725.SZ,江苏省,23.227898029321896,16.51991753550896,1.0136770313891752
1093.HK,香港特别行政区,25.311134137135248,4.768864883451886,0.5955587654148664
600547.SH,山东省,25.383310240702944,4.892244251880997,0.4797470088859184
600340.SH,河北省,24.98329740554494,1.4152176832745518,4.823686775999854
002600.SZ,广东省,24.877397533373607,5.4819845207149305,0.19876866854318267
002001.SZ,浙江省,24.786906747445485,3.4535465712100892,1.191095972410369
603515.SH,上海,23.641901133562722,3.6917316784736376,1.0542438755842753
002648.SZ,浙江省,23.437324233504224,1.6326887849549967,1.025953167144517
603983.SH,广东省,24.163227737977696,11.680413158216725,1.2806031557356607
000591.SZ,重庆,23.039154086049383,0.7602273943786974,0.3125538123859874
600741.SH,上海,24.975222087981667,1.4212551433023677,1.5074298499230754
600362.SH,江西省,24.313937328366666,0.8527884718489791,0.5441715671687029
600845.SH,上海,24.63778397479051,8.673116403893346,0.8352354413047246
600233.SH,辽宁省,24.40017550778409,3.0653864881887536,0.4973233793435122
000401.SZ,河北省,24.07647799861243,1.8626925751490033,1.7622770207601828
000703.SZ,广西壮族自治区,24.26993255401912,1.4921711384514704,1.2631404100437045
300406.SZ,北京,22.919047380179556,4.5597491944554,0.5662703743561252
002876.SZ,广东省,22.364899847596828,5.554567112219866,0.7394153180769231
300769.SZ,广东省,22.668997157670034,7.3834100647493495,1.8993557402758379
600886.SH,北京,24.66759411564179,1.2788119120639083,0.7638099854771985
600510.SH,江苏省,22.993909075553088,1.1479258456373505,0.8974061643927683
2018.HK,香港特别行政区,24.577488634393507,2.1845465846214234,1.8389532478278858
002938.SZ,广东省,25.31953808735892,4.998380091819779,1.3183514693913296
000786.SZ,北京,24.433642430339727,2.9293494022239566,0.08661923138324208
002458.SZ,山东省,23.55458506898155,4.712333264640476,2.0276147510357947
601577.SH,湖南省,24.01895673374442,0.6643924667435948,1.5328144396003547
002419.SZ,广东省,23.120683541181613,1.5820745412441466,0.4128147941597934
002180.SZ,广东省,24.246982619014954,5.8767919589399575,0.6429524754059834
0763.HK,广东省,26.00821362494624,3.396837427490271,1.0981946271966203
002594.SZ,广东省,25.717081511169496,2.87318187383,0.3582488351769248
002511.SZ,广东省,23.913993634673666,5.961757261408675,0.5072109040947056
600588.SH,北京,25.498646150884028,16.528850645166717,0.3447333819833492
002317.SZ,广东省,23.113291902993815,2.6842583843413923,0.30014866780447585
601169.SH,北京,25.380003865538562,0.5083405108630853,1.0298451590315785
601377.SH,福建省,24.43316524601932,1.256703082988351,0.15458054526386505
603005.SH,江苏省,23.918178246292275,12.294355373789713,0.7273944117465796
601229.SH,上海,25.47252838705824,0.716155442605608,1.4440750751448521
600000.SH,上海,26.44827384551391,0.6498312403134264,2.037777192996287
600551.SH,安徽省,22.03911960901323,0.8175612584711293,0.3529817454997347
300016.SZ,北京,22.217776682680533,3.0728258956921524,0.6643696042609127
600643.SH,上海,23.283816392847434,1.2007914092967222,0.8277988248355538
600919.SH,江苏省,24.971185249293665,0.5268352061296285,1.308254906036109
600961.SH,湖南省,21.88528943632656,57.077741833209785,0.3157095237744409
002745.SZ,广东省,23.40764631763529,1.4169715631342792,0.3394320344126234
300377.SZ,广东省,22.771585868878116,2.7610667795766117,0.11198477515081418
603337.SH,浙江省,22.820427470125754,3.064657766143828,0.5210098612737138
002925.SZ,福建省,23.891978842304745,5.728800262531901,2.154642058492772
300449.SZ,北京,21.73672102072656,2.971605531850534,-1.6104789630820129
603214.SH,上海,22.15238727833792,4.118645391020847,1.017016076415183
600867.SH,吉林省,24.041862611161335,5.523876533641435,0.4007134577938229
600612.SH,上海,23.605890819106733,3.219199719156085,2.6875613028885788
1999.HK,香港特别行政区,23.563495064972066,2.750930006361641,0.36990969298777115
600236.SH,广西壮族自治区,24.2580712919218,2.36253188140315,0.22874096359381782
002727.SZ,云南省,23.41340226458135,3.2065136932679534,1.115553462362394
300502.SZ,四川省,23.59877413724077,13.354306225278021,1.0008554072024702
002461.SZ,广东省,23.51924331920328,1.9097064780823456,0.22061324568506885
600562.SH,江苏省,22.957064549811268,5.16574319659165,0.03439571364904296
001914.SZ,广东省,24.141889268112294,3.8237396803822286,0.2740230335462368
603939.SH,湖南省,24.327037654171598,8.148630410289103,1.5502690069826575
300651.SZ,江苏省,21.912036539651016,4.906073848481288,0.3341159548999983
603127.SH,北京,23.533462144520236,20.100186642473723,1.146942910055423
0291.HK,,25.593994500321653,5.939194980987707,0.4044169101807967
603489.SH,江苏省,23.055021307240235,5.192869091475207,2.5976680896666666
603599.SH,安徽省,22.75047378254359,1.4930720533043313,1.044877689440478
600597.SH,上海,23.467390226870688,2.7196850331031595,0.35474520548988303
002146.SZ,河北省,24.28117297199983,0.8581981628388217,2.1205383065266643
600563.SH,福建省,23.17552015445916,4.412487300298188,2.000200327111111
603737.SH,福建省,23.778494391912396,12.305558974744162,1.5125668745603325
603288.SH,广东省,26.587751719830877,21.246046339402795,1.693804017765091
603882.SH,广东省,24.204807572074742,14.291412772023623,0.890821962496457
1398.HK,北京,28.298391068199663,0.6096088838904292,0.8703214206549169
300568.SZ,广东省,22.720739298377566,2.9856907015459475,0.3067913653830803
601636.SH,湖南省,23.41285325884457,1.787681856159554,0.4828190467179701
300078.SZ,浙江省,23.140554376205422,3.8781786347285268,0.1621129918132458
0966.HK,香港特别行政区,24.548852061252298,0.6009843598926261,2.4571887725749955
600115.SH,上海,24.837581955168602,1.0063922881509393,-0.16752638714580168
300031.SZ,江苏省,22.866449708294525,3.2343169596674466,0.8466631796909087
688368.SH,上海,22.3333339507619,4.4169900785446075,1.3615449581168833
002791.SZ,广东省,23.90904966374128,7.876966177523213,1.3710732407476518
600060.SH,山东省,23.451721770851872,1.0501158649911155,0.4437662829524351
002111.SZ,山东省,22.432557045020804,1.8911021662105123,0.8545264494618492
002568.SZ,上海,23.76754200784865,10.491452301886213,0.6147263787708662
601233.SH,浙江省,23.805433922720237,1.1473063271226112,1.5106428721417264
300770.SZ,广东省,23.771417582615623,9.650392837871927,3.6295083645321684
600131.SH,四川省,23.895973277609112,8.721967819606196,0.44308137954765153
002803.SZ,福建省,22.654523261825588,4.903169305180717,1.4714147521309666
002832.SZ,广东省,22.610365119327597,3.371958982419173,1.2125098406851256
001979.SZ,广东省,25.605960241635213,1.3915876896981783,1.7602904086689326
600323.SH,广东省,23.5476251439044,2.5693633007063843,1.1191474246282564
000423.SZ,山东省,23.723239174524643,2.013548939366753,-1.4081543269117145
300747.SZ,湖北省,23.64771690849544,8.112982569873198,1.227931874375
603601.SH,重庆,22.881708210925694,6.076081297928292,0.2621834217855635
002156.SZ,江苏省,24.066140827062032,4.631094433114097,0.052561463802537484
0941.HK,香港特别行政区,27.821724975532547,0.9820717746365896,5.2082288137695
601328.SH,上海,26.601424559538263,0.5204874680827303,1.0457601479036025
002724.SZ,广东省,22.21446060789167,2.131744652595227,0.3467889153611111
002677.SZ,浙江省,22.69782950537367,4.741474407358666,0.6268591495131658
000425.SZ,江苏省,24.55834257822933,5.198188325303446,0.40578824831624893
002379.SZ,山东省,21.752073496169782,1.7656724599778777,0.2778801985211572
002248.SZ,山东省,21.693405249665254,20.03211355135522,0.1063246252304098
601163.SH,山东省,23.099844609848784,1.0692199782458123,1.069108036375
600872.SH,广东省,24.427931610493147,10.29038954954027,0.9224632096954288
603021.SH,山东省,21.36706047889656,1.5356470088763958,-0.2674798641854598
600380.SH,广东省,23.947516947639226,2.4270789624016085,0.44620106504665935
600779.SH,四川省,23.832536850096243,10.608321167371251,1.6347726399179143
300302.SZ,北京,22.543150073851294,5.012725324259582,0.010611887120829389
688358.SH,江苏省,22.515025306174465,5.124711391079818,1.461588422875
603456.SH,浙江省,23.52711228041994,5.782902797045553,0.2815238032880649
1521.HK,,22.775629010560024,3.77854189224292,0.009133584025361541
1186.HK,北京,25.662975006031594,0.4687044752727055,1.328665551778755
300073.SZ,北京,23.118871516579272,3.6306631611577083,-0.5500860044227646
300463.SZ,四川省,23.766600351101275,6.709063921775259,0.8649446040844523
300233.SZ,山东省,22.781933603094085,1.9279530347315184,0.5245913896336513
601100.SH,江苏省,24.89960320416566,11.663601949397682,1.4933528047505669
002706.SZ,上海,23.123836938836977,6.105215262576496,0.35077350892162174
603037.SH,上海,21.225837204275503,1.9558205773609865,0.4780216185977243
600477.SH,浙江省,22.889187381753977,2.495807418044414,0.27477789993684604
300457.SZ,广东省,23.490145290433443,5.058745223642255,0.657292160605568
002739.SZ,北京,24.298041489166962,2.5799770214681144,-2.768890921821403
600583.SH,天津,23.827118083990015,0.9833626836990811,-0.0035670214048417925
1066.HK,山东省,24.740265621311824,3.0735821776204935,0.407949453473203
3968.HK,广东省,27.58827049487579,1.4343804443395727,3.717389927093075
002912.SZ,广东省,23.761739771681015,13.736042277229338,3.1243350521926536
600138.SH,北京,22.71853937360231,1.11559284319962,0.423148059902741
003816.SZ,广东省,25.616722893804845,1.6420122459944613,0.16793300318511134
000726.SZ,山东省,22.708711761388994,0.9219878363180212,1.0030413957059725
600029.SH,广东省,24.787047317824268,1.0444344254453564,-0.4085161501599738
600606.SH,上海,24.95197214512052,0.8698017142858404,1.1504766282056014
603429.SH,安徽省,23.1277847274718,9.433268228632123,0.6034209468284439
601555.SH,江苏省,24.14988775646132,1.5263937268736645,0.20496089224054875
300443.SZ,山东省,22.038490784011767,1.9261262415194562,0.9761874697451409
601238.SH,广东省,25.282874350654467,1.3367168441803052,0.38661614286911633
300190.SZ,江苏省,22.41838691072631,1.3977223886176464,0.3716974135802405
2359.HK,江苏省,25.95293091300174,9.406225719624837,1.0726694573354898
603063.SH,广东省,21.993475592697784,1.4397330062127556,0.1482488739971904
603568.SH,浙江省,24.12358781777137,7.119043133947982,0.9711876732185732
600201.SH,内蒙古自治区,24.089030723088232,6.230668749307428,0.1890424962536923
601600.SH,北京,24.483131566624696,0.8844624181951605,0.025659953713340896
2208.HK,新疆维吾尔自治区,24.52999062721216,0.945099457039312,0.6568301051867158
000799.SZ,湖南省,23.147584493734634,4.647086443256072,0.9938044922308868
600346.SH,辽宁省,25.323753788101737,2.7394617112424045,1.6568632441986524
002601.SZ,河南省,24.264332827512693,2.4874829394937237,1.4135172050635352
002128.SZ,内蒙古自治区,23.45959474291955,0.955531231462704,1.3795140741567256
2628.HK,北京,27.347513189459914,0.9782341569343478,1.7318065056755412
603699.SH,江苏省,22.93865771823808,3.494821356436307,0.6219717395466667
002065.SZ,北京,24.532418219692236,4.7367586739987955,0.1885352378570269
002130.SZ,广东省,22.520100549806394,2.1022253837804326,0.17523502162096602
300150.SZ,北京,21.73699158397341,1.3478236396845804,0.12990074178911287
000006.SZ,广东省,22.620732090960217,0.9901110685437952,0.6061010518774896
002251.SZ,湖南省,22.89935987305488,1.1657601196540182,0.1012809618809117
1579.HK,北京,24.956478681478874,23.62554554593628,0.6864399656127614
300408.SZ,广东省,24.335166252384763,4.931659712769752,0.47448496077850716
601881.SH,北京,25.0745181597723,1.4298855601677367,0.5375573648109848
603866.SH,辽宁省,24.223057447379805,8.845103488199003,1.148349131348488
000667.SZ,云南省,22.64871499456497,0.972876714177291,0.04024673791839072
300616.SZ,广东省,23.34246425495013,3.9023642280540134,1.9901090219077444
1112.HK,广东省,23.8443405633539,3.630441914406625,1.5605021379009245
601139.SH,广东省,23.796168585973998,1.9604912523438676,0.36033236233215793
601098.SH,湖南省,23.675326225564117,1.40058539788143,0.6567299871826281
002212.SZ,广东省,24.153166624204637,3.4705263542536264,0.28675585174282425
300570.SZ,广东省,22.310403326661007,3.7540279965897128,0.6341231811486072
688363.SH,山东省,24.56976423521393,10.291269915525401,1.2217423189166667
002007.SZ,河南省,24.963662626178575,10.611958365257943,0.6968058308086025
1797.HK,北京,24.155730526894285,10.45960749964292,-0.17028850978570303
688012.SH,上海,25.338208024478043,26.92079939067393,0.37570084129906517
600436.SH,福建省,25.194894287014204,13.194762123541595,2.3831943699733014
002768.SZ,山东省,23.08185666581345,4.436892831590402,1.5425914465253456
600483.SH,福建省,23.2039241031607,0.9437161922439479,0.7364772207300977
002372.SZ,浙江省,23.709225136124104,5.095560940289413,0.597036202742228
300438.SZ,广东省,22.515457294279166,2.57804639210393,0.5089225251933498
300638.SZ,广东省,23.129809569426897,8.51321011082574,1.3686675520952463
603786.SH,上海,23.868702032423947,7.167778239141778,1.232653898075481
000869.SZ,山东省,23.46809114149005,1.8245509756840352,1.3224381397126619
002008.SZ,广东省,24.29972794228403,4.04820625586182,0.5517831043373498
2869.HK,浙江省,24.16137912070888,10.127691069117137,0.16195607909289866
1378.HK,山东省,24.15810704774111,0.4400109756019665,0.7111702257607051
300363.SZ,重庆,23.411688549227204,4.796209062755546,0.4001935160707585
000975.SZ,内蒙古自治区,24.190603844425798,3.5425002958097194,0.4881295089768354
601872.SH,上海,24.493872122896345,1.7143264874373771,0.3854555552479877
600161.SH,北京,24.326404441023236,9.320700167512484,0.5849216663811673
600862.SH,江苏省,23.79560080773995,5.164441011858826,0.4473507365882113
002206.SZ,浙江省,22.139508859654757,1.4735582646074168,0.2340935329768993
002497.SZ,四川省,22.76680720909985,2.726191811409687,0.04854758510903541
603579.SH,上海,22.196288201576127,2.67797555617068,1.9101965243571426
600660.SH,福建省,24.627657878150437,2.4238413915798747,1.0971551983875716
600153.SH,福建省,23.972553413500073,0.8343165087832818,2.0118328662770106
600136.SH,湖北省,22.323000774767888,1.1509646945416299,-0.052485716008400234
002690.SZ,安徽省,24.114073431208514,12.45634245542464,0.7720807807692307
002709.SZ,广东省,23.429249692413528,5.368522958932726,0.05326275518728453
600884.SH,浙江省,23.24600532574539,1.0541429208991189,0.13423292690746594
002020.SZ,浙江省,22.750974324400616,2.055328609293008,0.6686465079489896
0743.HK,江西省,23.36286929883286,0.8796933490374129,1.7801284231876544
600598.SH,黑龙江省,24.157914577795538,4.666017991104154,0.5368222871500091
002430.SZ,浙江省,23.15955584878531,1.977617408991661,0.6140937361164822
688023.SH,浙江省,23.719368424800596,12.904953438529333,1.1576056184299297
600640.SH,上海,23.377291261357563,3.130290966631519,0.0718833737294173
002223.SZ,江苏省,24.280802009793447,5.778145842057997,0.8863968163400996
002301.SZ,广东省,23.14320613335012,3.3493238710511166,0.33038343657126473
600993.SH,湖北省,22.70133525320962,2.8271346503220482,0.7806276697546387
600578.SH,北京,23.697035177613824,0.8277451257429381,0.20719112260001016
002191.SZ,广东省,23.30447697954568,1.9077336541295233,0.5683199318478982
0883.HK,北京,26.688828535655084,0.7790280008107414,1.3672671522846964
601231.SH,上海,24.4214219710964,3.9289902402521046,0.5640713231131887
601288.SH,北京,27.797932280563842,0.6406048501252691,0.6144126405796871
300360.SZ,浙江省,22.263893904052537,2.1406198559979677,0.6544421803889494
300130.SZ,广东省,22.669612087195773,2.855988937745031,0.46246458614986896
002250.SZ,浙江省,23.460097989477948,2.6143550060930427,-0.04821963774405309
300330.SZ,上海,21.121021301984523,3.99990600478864,0.030717281964285716
300418.SZ,北京,23.884306808438996,5.029407161470388,1.2304203210159228
002318.SZ,浙江省,22.522044247012644,1.7666571987593114,0.6034310014112105
600004.SH,广东省,24.10231865733422,1.8014224940966987,0.344682573184987
000166.SZ,新疆维吾尔自治区,25.379267705899892,1.348204401965767,0.23404850474597055
603712.SH,天津,23.759961535018963,8.144670588681596,0.44795704472797926
002100.SZ,新疆维吾尔自治区,23.573656737107616,3.7655749594515666,0.8894385707077781
0921.HK,广东省,23.313031986045168,1.046924705143057,1.3162366038580464
300142.SZ,云南省,24.90500205472386,13.45883729395667,0.05447569676780977
1109.HK,香港特别行政区,26.12169604543664,1.1408401842872256,4.020827225129963
603520.SH,浙江省,23.13667279163906,11.219107556808742,1.0432609647806743
300394.SZ,江苏省,23.052425245485136,8.780463767300947,0.9012107552411136
601225.SH,陕西省,25.019189772566882,1.2600037149830194,1.122502220421
603679.SH,四川省,22.285307458118726,7.006254652258687,0.983203742951899
300753.SZ,江苏省,21.924711450614403,4.926672859898414,1.1876880712871287
603596.SH,安徽省,23.157495065815752,5.081689894480265,0.9526999263757432
600893.SH,陕西省,24.7477891752549,1.9502866548718465,0.515471391335521
000066.SZ,广东省,24.38916399252989,4.712182732152096,0.26685437511968796
300788.SZ,北京,22.87708019586077,5.056927970013966,1.1486702731766298
688008.SH,上海,25.46399729211901,15.62377114203102,0.8586425520300892
300349.SZ,浙江省,22.620019595086962,1.8086831151734366,0.8164889628351414
603203.SH,江苏省,22.15914474719986,4.238241006502099,1.105761279953719
600271.SH,北京,24.202820095627796,2.721587301021771,0.2621226468364117
002463.SZ,江苏省,24.579236936783722,9.208014030037093,0.7290775932195448
300559.SZ,四川省,22.912178814822585,9.255544946644829,0.8138185759116846
600066.SH,河南省,24.09977005406009,1.6686282442314695,0.6713319855754685
002851.SZ,广东省,23.02108995116574,5.169544709473674,0.7662178729472171
688016.SH,上海,23.429891850421367,14.051664357752427,2.1717613825207254
600196.SH,上海,25.119054009183944,2.6924333322620564,1.2433281687043918
002139.SZ,广东省,22.477075218560145,2.3010680238495644,0.3355195629295685
002920.SZ,广东省,23.917090484947753,5.783554523677465,0.5527840022727273
300232.SZ,广东省,22.882762044795204,2.921299323583529,0.5249342576137732
002222.SZ,福建省,22.301801144640695,5.002000743496932,0.304745359368421
300129.SZ,上海,21.826285778505238,1.3013602419994847,0.20555151938295613
1658.HK,北京,26.876256240658204,0.7131641665323704,0.6898941357759073
002484.SZ,江苏省,22.786471070771658,2.295591055783091,0.2950974118032222
600019.SH,上海,25.411709377674278,0.6104014870105313,0.5044095814121214
000887.SZ,安徽省,22.976921328670123,1.08135993634162,0.3762574934656393
000921.SZ,广东省,23.222319221911448,1.5624728825687138,1.0387819489483783
603232.SH,上海,22.355933751413932,7.71026743840208,0.3692775733087047
000581.SZ,江苏省,23.70566622376378,1.2500237238442378,2.1099584550509745
300133.SZ,浙江省,23.32993285945336,2.579395438833615,-0.7935432317784659
000550.SZ,江西省,22.804012828455708,1.0139917064349995,0.22255914060708004
002817.SZ,安徽省,21.35216181508881,2.5883558432245346,0.45420774616360904
601766.SH,北京,25.841020440859076,1.3093546477214963,0.3750172817641311
0813.HK,香港特别行政区,25.42234072694938,1.485134470244911,3.080421689784155
600926.SH,浙江省,24.639854357711545,0.8030877176975015,1.172248911265804
300776.SZ,湖北省,22.872283807893563,5.881705146334873,4.5664466548658105
300736.SZ,北京,20.865592209401683,4.254139668547303,-0.8016122669719077
002457.SZ,宁夏回族自治区,21.609238415304805,1.231505568988193,0.36094153949945074
300487.SZ,陕西省,22.4996881666385,4.684406688619002,1.0571729677527824
603611.SH,浙江省,22.40548396402852,3.3469841787787096,0.9430823009614256
603801.SH,安徽省,22.48034771069605,3.0041018171072964,1.1333361887359774
0270.HK,香港特别行政区,25.35961314918889,2.5067038187116952,0.7715674168060485
300685.SZ,福建省,23.26524830841372,14.083539106296667,0.8704437476135607
601989.SH,北京,25.285200162808415,1.1174900564129988,0.0032073672981737383
1951.HK,四川省,23.913542593052675,2.8913837087315932,0.16826557901981964
000915.SZ,山东省,22.57178100133691,3.6683276425173363,0.9804348724628277
300673.SZ,浙江省,22.179487490845666,4.180591458557123,0.37949407756791964
600556.SH,广西壮族自治区,24.122069883871475,31.0635162481591,0.19102178367202136
600114.SH,浙江省,22.560901948925995,2.3725566515656564,0.5051223007422623
300035.SZ,湖南省,22.280186757814562,2.4587018478456506,0.2034707623959798
2338.HK,山东省,25.53835137116726,2.34784188499303,1.0811655996203604
600258.SH,北京,23.467118056547164,1.7376229127216374,0.2885426441771838
002557.SZ,安徽省,23.97486632122419,7.068852538260507,1.2594916804339251
601808.SH,天津,24.61100610847855,1.6912344099261638,0.7567185763158292
300618.SZ,江苏省,23.42826224967971,8.409633413962208,0.3412180177087016
600567.SH,安徽省,23.350288842146206,0.9598734598835594,0.24687722449084532
002859.SZ,浙江省,23.13149030671291,7.0138851475919415,0.5704979209192557
603103.SH,浙江省,23.042336886689984,4.258499310731862,0.020419377341532638
000823.SZ,广东省,22.632758358359474,1.9090979487342876,0.5715125578900713
000968.SZ,山西省,22.760881767865193,1.7631462325368077,0.5491292904559043
000042.SZ,广东省,22.577847863041793,0.8455365252977775,0.7226434916280299
0285.HK,广东省,24.38285152737798,2.0481385199913142,0.7090545931361312
603583.SH,浙江省,22.95929621685319,5.293382088823779,1.5692251707940905
300119.SZ,天津,22.78290360289458,3.6962035081581135,0.5542639196619106
002327.SZ,广东省,22.56607465235824,1.77157916393119,0.5955345506282154
300088.SZ,安徽省,23.910870316367085,3.843496556394573,0.35567967290355895
600015.SH,北京,25.331677766492987,0.37492226994170136,1.4389210181421714
603516.SH,北京,22.385681330071215,6.331828164096421,0.7362073078111255
1776.HK,广东省,25.363756064070497,0.6165792227436,0.8778685611508275
601988.SH,北京,27.581291849802994,0.5500789585866509,0.6420884480404851
601058.SH,山东省,23.202753848793307,1.6886512177324986,0.4751311974480413
000031.SZ,广东省,23.831190240779613,1.1526753816168993,0.31983945977916756
002380.SZ,江苏省,21.93231078220177,1.5165723430302316,0.5272366033869788
600693.SH,福建省,22.16986097216502,1.699493751542569,0.3535923365626518
