,EV3,PB_LYR
002614.SZ,5169135525.000001,1.5262140301417306
601336.SH,119641840411.86623,1.6666936163218904
603730.SH,11957746422.0,3.1992754172628817
0522.HK,33795215802.45,2.9062863274828445
0788.HK,299214400740.8,1.468184400087609
002007.SZ,69435397591.56,10.611958365257943
002129.SZ,49241566442.64,3.4928301452608124
002918.SZ,11089099893.0,3.795249623254124
600332.SH,48231867881.55,2.1074622606744824
600033.SH,7574543999.999999,0.7964192866534693
002032.SZ,54637318811.4,7.992098573152759
603186.SH,7436331500.0,10.012004783415302
000829.SZ,5813961651.87,2.3308623359588156
2883.HK,53434309287.03574,0.7214161712969804
600282.SH,14768557848.81,0.8802970275865688
002182.SZ,5869516645.04,2.196295516185772
600823.SH,15792418378.81,0.6221577803340231
000719.SZ,7008945680.65,0.8469144905530366
600873.SH,14062432060.140001,1.5661059555948789
600015.SH,100324700369.15999,0.37492226994170136
601958.SH,19424158488.0,1.479166113910088
002204.SZ,7957244531.84,1.193861900227994
000600.SZ,8725220451.12,0.7611019153531461
603816.SH,24877337482.600002,4.212085961841737
600668.SH,5577598851.88,1.47200768721446
002540.SZ,5514098030.0,1.1933505551294834
000573.SZ,1738598018.72,1.0073845645106287
600378.SH,16569623661.36,2.7845424831538463
300118.SZ,11086727274.300001,1.3441027894302555
002901.SZ,35841820410.0,20.816084891204095
601628.SH,687825098542.4,1.955884768577684
601633.SH,66028529795.951996,1.4076998337472764
002746.SZ,6366498176.03,1.931680194292556
000963.SZ,38075855764.48,3.093214667996852
603589.SH,25488000000.0,3.63503916940108
600809.SH,94430087621.09999,12.680378011808418
603308.SH,7480458778.38,2.0800848698784007
300659.SZ,13515607304.0,23.50218334990571
1999.HK,17119689400.0,2.750930006361641
002773.SZ,35050175290.520004,7.585718580223604
2328.HK,161037620793.72,0.8487892532323555
600600.SH,68917466044.41907,3.9011075610481587
600855.SH,7930223209.48,4.687787423835051
600872.SH,40636463265.939995,10.29038954954027
0817.HK,65473484084.399994,1.489626105177338
002449.SZ,6586781849.85,1.7999963873818834
0027.HK,232813793343.0,3.163772812864834
002541.SZ,9269823698.1,1.8772346310954668
000671.SZ,28240013053.5,1.0559216098175934
603179.SH,5709458319.5199995,3.3543583641422994
002292.SZ,8848680103.0,2.195221889852793
1093.HK,98284693231.28,4.768864883451886
600547.SH,105640772899.6752,4.892244251880997
600340.SH,70812218861.5,1.4152176832745518
6808.HK,117338367810.0,4.393285814706031
002600.SZ,63696632515.2,5.4819845207149305
002001.SZ,58185775084.0,3.4535465712100892
603515.SH,18516001359.949997,3.6917316784736376
002648.SZ,15090394212.960001,1.6326887849549967
603983.SH,31185770000.0,11.680413158216725
000591.SZ,10133920367.84,0.7602273943786974
300618.SZ,14954263045.5,8.409633413962208
600741.SH,70242690363.52,1.4212551433023677
600362.SH,36258414968.3964,0.8527884718489791
600233.SH,39524062784.12,3.0653864881887536
000401.SZ,28594436235.079998,1.8626925751490033
000703.SZ,34697468037.54,1.4921711384514704
601872.SH,43406373534.16,1.7143264874373771
300406.SZ,8987022059.13,4.5597491944554
002876.SZ,5163600000.0,5.554567112219866
300769.SZ,6998748313.6,7.3834100647493495
600886.SH,51641637670.670006,1.2788119120639083
600510.SH,9685628981.25,1.1479258456373505
2018.HK,47191925000.0,2.1845465846214234
002938.SZ,99114153390.08,4.998380091819779
000786.SZ,40869194697.98,2.9293494022239566
002458.SZ,16967830571.509998,4.712333264640476
601577.SH,26996059119.059998,0.6643924667435948
002419.SZ,10994748000.0,1.5820745412441466
002180.SZ,33910231468.11,5.8767919589399575
0763.HK,197343879460.49518,3.396837427490271
002594.SZ,147498156031.90002,2.87318187383
002511.SZ,24306110939.61,5.961757261408675
600388.SH,9739045500.0,1.705784093141362
002317.SZ,10913778418.4,2.6842583843413923
601169.SH,105292061674.56001,0.5083405108630853
3968.HK,958150302789.6992,1.4343804443395727
601377.SH,40849697211.399994,1.256703082988351
603005.SH,24408035682.85,12.294355373789713
300034.SZ,8068862507.040001,3.9236036045227936
2628.HK,753137152398.3883,0.9782341569343478
600643.SH,12942941166.960001,1.2007914092967222
601229.SH,115499078331.00002,0.716155442605608
002706.SZ,11029473535.5,6.105215262576496
600000.SH,306435719344.68,0.6498312403134264
600131.SH,23872029043.68,8.079540278028542
600551.SH,3727932431.52,0.8175612584711293
600346.SH,99532870974.04001,2.7394617112424045
600919.SH,69959703523.92,0.5268352061296285
601900.SH,8654167627.56,1.4316238875245126
601058.SH,11935152196.76,1.6886512177324986
600961.SH,3196394958.8399997,57.077741833209785
300543.SZ,2836777664.0,3.7403181828017757
002745.SZ,14649123153.800001,1.4169715631342792
300083.SZ,8428219330.5199995,3.039423241986336
300377.SZ,7754862235.999999,2.7610667795766117
603337.SH,8143024190.400001,3.064657766143828
002925.SZ,23776863960.0,5.728800262531901
300449.SZ,2755103978.9,2.971605531850534
603214.SH,4175029572.0,4.118645391020847
600867.SH,27621564060.86,5.523876533641435
600612.SH,17861096757.549557,3.219199719156085
600236.SH,34288343438.699997,2.36253188140315
002727.SZ,14733685865.25,3.2065136932679534
300502.SZ,17734436250.0,13.354306225278021
002461.SZ,16378630752.0,1.9097064780823456
600562.SH,9335260785.0,5.16574319659165
001914.SZ,30527363067.399998,3.8237396803822286
603939.SH,36736536956.700005,8.148630410289103
300651.SZ,3283042890.0,4.906073848481288
603127.SH,16613179191.6,20.100186642473723
0291.HK,130415911581.00002,5.939194980987707
603489.SH,10296000000.0,5.192869091475207
603599.SH,7592857065.9,1.4930720533043313
600597.SH,15550991364.3,2.7196850331031595
600563.SH,11614500000.0,4.412487300298188
603737.SH,21226036288.56,12.305558974744162
603288.SH,352300985573.76,21.246046339402795
603882.SH,32509804967.0,14.291412772023623
603587.SH,8862100000.0,2.678007928627105
2319.HK,108626265741.6,3.340116975586619
300568.SZ,7370410927.5,2.9856907015459475
300078.SZ,11215407911.4,3.8781786347285268
300224.SZ,6610945441.360001,2.529048380173604
0966.HK,45859676544.88,0.6009843598926261
600115.SH,61210339309.957825,1.0063922881509393
300031.SZ,8526541870.139999,3.2343169596674466
688368.SH,5003152000.0,4.4169900785446075
300408.SZ,37036370467.5,4.931659712769752
002791.SZ,24186238800.0,7.876966177523213
600060.SH,15309230297.4,1.0501158649911155
002568.SZ,20994829033.5,10.491452301886213
300770.SZ,21076353939.03,9.650392837871927
002803.SZ,6898178732.009999,4.903169305180717
300232.SZ,8666770307.58,2.921299323583529
002832.SZ,6600195583.0,3.371958982419173
001979.SZ,131985808400.46,1.3915876896981783
600323.SH,16850145755.82,2.5693633007063843
000423.SZ,20085001401.27,2.013548939366753
300747.SZ,18624000000.0,8.112982569873198
600637.SH,31379256847.19,1.0748578994877709
603601.SH,8657641782.310001,6.076081297928292
002441.SZ,4198882029.09,1.0924612476301476
601699.SH,17021118348.000002,0.6818554743310252
300129.SZ,3013252142.6400003,1.3013602419994847
601328.SH,357151021804.3503,0.5204874680827303
000877.SZ,13046113609.96,1.352383589880868
002724.SZ,4442400000.0,2.131744652595227
002677.SZ,7203475864.05,4.741474407358666
600746.SH,7076351025.0,2.902683286217579
000425.SZ,46296980421.3,
600197.SH,6041689472.13,2.123590021171095
600704.SH,23640390126.8,0.9394245700886815
300038.SZ,9737883392.130001,0.8878009627178436
002379.SZ,2797728000.0,1.7656724599778777
002248.SZ,2638312248.0,20.03211355135522
603663.SH,2606686178.88,4.939064674429151
603028.SH,2556864000.0,3.6046126892384547
601163.SH,10768000000.0,1.0692199782458123
603021.SH,1903691016.5,1.5356470088763958
600380.SH,25134743964.84,2.4270789624016085
600779.SH,22404705710.28,10.608321167371251
300302.SZ,6171144017.8,5.012725324259582
688358.SH,6000000000.0,5.124711391079818
603456.SH,16508021981.789999,5.782902797045553
0586.HK,62805299999.99999,1.7662328952745099
1521.HK,7786279712.599999,3.77854189224292
1186.HK,139729605960.95306,0.4687044752727055
600990.SH,6263697978.5,2.5320619980715584
300073.SZ,10974843285.49,3.6306631611577083
300463.SZ,20975068416.4,6.709063921775259
300233.SZ,7835524103.34,1.9279530347315184
603037.SH,1652966194.0,1.9558205773609865
600477.SH,8722636514.55,2.495807418044414
300457.SZ,15908911970.4,5.058745223642255
002739.SZ,35686613704.96001,2.5799770214681144
600583.SH,22283628192.0,0.9833626836990811
1066.HK,55534240938.71999,3.0735821776204935
002912.SZ,20873364800.0,13.736042277229338
600138.SH,7354214400.0,1.11559284319962
003816.SZ,133413997512.8,1.6420122459944613
000726.SZ,7282294014.423101,0.9219878363180212
600029.SH,58193954855.34679,1.0444344254453564
600606.SH,68628390731.399994,0.8698017142858404
603429.SH,11073101626.35,9.433268228632123
601555.SH,30772514940.44,1.5263937268736645
300443.SZ,3725588951.3,1.9261262415194562
002601.SZ,34503714695.22,2.4874829394937237
601238.SH,95546067531.65544,1.3367168441803052
300190.SZ,5447305451.150001,1.3977223886176464
2359.HK,186730252613.06027,9.406225719624837
603063.SH,3561599550.0,1.4397330062127556
603568.SH,29973749466.43,7.119043133947982
600201.SH,28955636596.11,6.230668749307428
601600.SH,42942659666.920616,0.8844624181951605
2208.HK,45002803609.62662,0.945099457039312
000799.SZ,11294531344.8,4.647086443256072
1928.HK,251564162277.6,7.265437184874321
002128.SZ,15430235148.789999,0.955531231462704
600373.SH,16626631832.13,1.1849483110200587
600153.SH,25771972817.7,0.8343165087832818
603699.SH,9165000000.0,3.494821356436307
002065.SZ,45112184790.0,4.7367586739987955
603609.SH,14019026819.199999,2.460281408981898
002130.SZ,6030528866.9800005,2.1022253837804326
000528.SZ,10331449632.0,0.9981327286250156
300150.SZ,2755849509.63,1.3478236396845804
000006.SZ,6668975527.240001,0.9901110685437952
002360.SZ,1949732748.0000002,1.7114672061201592
300539.SZ,1476083507.69,3.017829211405349
002251.SZ,8811820300.199999,1.1657601196540182
1579.HK,68938365000.0,23.62554554593628
601881.SH,77575551753.48607,1.4298855601677367
603866.SH,33108551763.0,8.845103488199003
000667.SZ,6858228399.74,0.972876714177291
300616.SZ,13724717688.0,3.9023642280540134
1112.HK,22670731388.800003,3.630441914406625
601139.SH,21604524255.44,1.9604912523438676
601098.SH,19145360000.0,1.40058539788143
002212.SZ,30873579545.25,3.4705263542536264
300570.SZ,4889731968.0,3.7540279965897128
688363.SH,46828800000.0,10.291269915525401
1797.HK,30952837960.9,10.45960749964292
688012.SH,100981990345.6,26.92079939067393
600436.SH,87499094966.3,13.194762123541595
603520.SH,11171958737.52,11.219107556808742
3888.HK,38710949819.4,2.5133088830548265
002768.SZ,10576037500.0,4.436892831590402
600483.SH,11949127536.5,0.9437161922439479
002372.SZ,19805492518.92,5.095560940289413
300438.SZ,6002592488.55,2.57804639210393
300638.SZ,11095545622.2,8.51321011082574
603786.SH,23229806000.0,7.167778239141778
000869.SZ,15561895102.34112,1.8245509756840352
002008.SZ,35746848283.0,4.04820625586182
2869.HK,31128172701.120003,10.127691069117137
1378.HK,31026485503.38,0.4400109756019665
603203.SH,4203337742.4,4.238241006502099
300363.SZ,14708458144.300001,4.796209062755546
000975.SZ,32051308439.52,3.5425002958097194
600161.SH,36713282261.84,9.320700167512484
600862.SH,21592261158.5,5.164441011858826
002206.SZ,4121606533.65,1.4735582646074168
002497.SZ,7717892790.300001,2.726191811409687
603579.SH,4362400000.0,2.67797555617068
600660.SH,49619903883.194244,2.4238413915798747
600136.SH,4951719736.81,1.1509646945416299
002690.SZ,29689920000.0,12.45634245542464
002709.SZ,14969036816.81,5.368522958932726
601231.SH,40372793671.8,3.9289902402521046
002434.SZ,13266000000.0,2.151919734484651
600884.SH,12462691344.6,1.0541429208991189
002020.SZ,7596658560.0,2.055328609293008
0743.HK,14007647940.0,0.8796933490374129
600598.SH,31020514412.05,4.666017991104154
002430.SZ,11430554757.449999,1.977617408991661
688023.SH,20007407657.5,12.904953438529333
600640.SH,14211129488.4,3.130290966631519
603129.SH,5583414210.0,5.367023742119624
002223.SZ,35076667745.71,5.778145842057997
002301.SZ,11245187916.68,3.3493238710511166
600993.SH,7228773752.07,2.8271346503220482
600578.SH,19565529925.3,0.8277451257429381
000739.SZ,21967677890.88,5.830083578063135
002191.SZ,13213131459.0,1.9077336541295233
002414.SZ,40498609989.5,11.461358553330438
002318.SZ,6042261788.0199995,1.7666571987593114
601288.SH,1181649288400.1077,0.6406048501252691
300360.SZ,4667520866.91,2.1406198559979677
600985.SH,18487228119.85,0.9711474930688831
002250.SZ,15438002315.76,2.6143550060930427
300330.SZ,1488480000.0,3.99990600478864
300693.SZ,2571417681.91,3.883233998029726
300418.SZ,23595145022.73,5.029407161470388
600004.SH,29342964888.52,1.8014224940966987
000166.SZ,105214578432.0,1.348204401965767
603712.SH,20836280000.0,8.144670588681596
002100.SZ,17294540958.260002,3.7655749594515666
0921.HK,13326654788.542173,1.046924705143057
300142.SZ,65479441148.560005,13.45883729395667
1109.HK,221059126949.0,1.1408401842872256
300394.SZ,10269305613.300001,8.780463767300947
603679.SH,4768546880.0,7.006254652258687
300753.SZ,3324920000.0,4.926672859898414
603596.SH,11407023120.0,5.081689894480265
600893.SH,55953631471.5,1.9502866548718465
000066.SZ,39091230407.549995,4.712182732152096
300788.SZ,8617666659.8,5.056927970013966
688008.SH,114517935789.04,15.62377114203102
300349.SZ,6664225602.05,1.8086831151734366
600271.SH,32445256660.700005,2.721587301021771
300559.SZ,8925505617.449999,9.255544946644829
600066.SH,29268276528.06,1.6686282442314695
002851.SZ,9952503367.199999,5.169544709473674
688016.SH,14978652390.699999,14.051664357752427
600196.SH,81108533070.4,2.6924333322620564
002139.SZ,5776565960.34,2.3010680238495644
002920.SZ,24381500000.0,5.783554523677465
300573.SZ,7426943000.0,13.063780091054896
002222.SZ,4847850000.0,5.002000743496932
1658.HK,470121138842.22845,0.7131641665323704
002484.SZ,7871158324.119999,2.295591055783091
600019.SH,108683886050.0,0.6104014870105313
000887.SZ,9522481644.0,1.08135993634162
603232.SH,5117509600.0,7.71026743840208
300327.SZ,9069252633.0,9.3824803756414
000581.SZ,19735131784.9,1.2500237238442378
300133.SZ,13553800971.72,2.579395438833615
000550.SZ,8010450418.4,1.0139917064349995
002817.SZ,1875538800.0,2.5883558432245346
600971.SH,5976024322.320001,0.685454140946027
0813.HK,109845506257.2,1.485134470244911
600926.SH,50228797659.04,0.8030877176975015
300019.SZ,3034370890.67,3.4035846303191906
300776.SZ,8576431954.999999,5.881705146334873
600261.SH,5329217753.099999,1.427055579087483
000807.SZ,12637954486.24,1.1573569170114864
600548.SH,19531445021.300003,1.1334353739966412
002234.SZ,7276303364.88,2.6586053880197396
300736.SZ,1152952879.2,4.254139668547303
002457.SZ,2425342080.0,1.231505568988193
300719.SZ,2441097600.0,2.49223833552986
002400.SZ,9344287006.08,1.737190396604953
300487.SZ,5908679252.400001,4.684406688619002
603611.SH,5377470665.400001,3.3469841787787096
603801.SH,5795500692.0,3.0041018171072964
0270.HK,103166822323.2,2.5067038187116952
300685.SZ,12704832990.0,14.083539106296667
601989.SH,95768548360.8,1.1174900564129988
1951.HK,24295150343.960003,2.8913837087315932
000915.SZ,6350383243.5,3.6683276425173363
300673.SZ,4289720820.0,4.180591458557123
600556.SH,29928285810.149998,31.0635162481591
600114.SH,6281671528.23,2.3725566515656564
300088.SZ,24230313649.5,3.843496556394573
300035.SZ,4744190993.36,2.4587018478456506
2338.HK,123357363134.88525,2.34784188499303
600258.SH,15546759421.880001,1.7376229127216374
002557.SZ,25831650000.0,7.068852538260507
2688.HK,100003474485.79999,3.4630088284710805
601808.SH,48800485985.664,1.6912344099261638
600567.SH,13832529178.439999,0.9598734598835594
002859.SZ,11114210000.0,7.0138851475919415
603103.SH,10166226000.0,4.258499310731862
000823.SZ,6749662620.0,1.9090979487342876
000968.SZ,7672296093.8,1.7631462325368077
000042.SZ,6389027245.79,0.8455365252977775
0285.HK,38845245580.0,2.0481385199913142
603583.SH,9356117242.5,5.293382088823779
002798.SZ,11602711398.960001,3.180110982550352
300119.SZ,7843128247.570001,3.6962035081581135
002327.SZ,6314248936.1,1.77157916393119
002080.SZ,21412856931.84,1.8269674675204544
3988.HK,1041834913052.3987,0.41442246037896036
1810.HK,269434585414.4,2.9675692799427575
600977.SH,25204500000.0,2.1016215591496694
603516.SH,5272030029.0,6.331828164096421
002088.SZ,3352977845.91,1.5212575149623033
1776.HK,103595120275.07079,0.6165792227436
3328.HK,391064100609.1782,0.44084385288199607
002440.SZ,10883730000.000002,1.2402624661712818
601988.SH,951486989392.4945,0.5500789585866509
300428.SZ,8392137861.03,2.1922219829080007
600325.SH,14333576800.32,0.7254892576678434
000031.SZ,22374555629.579998,1.1526753816168993
000933.SZ,7506975000.0,0.9646899706433295
002380.SZ,3350283420.0400004,1.5165723430302316
600693.SH,4248623870.0400004,1.699493751542569
603937.SH,2579668000.0,1.8187121668351458
300211.SZ,2194400804.25,4.582537426900627
