证券代码,证券简称,"任职期限最长的现任基金经理
005267.OF,嘉实价值精选,谭丽,000651,10.1803 ,2333,9.3276 ,2202,9.2526 ,600585,8.0809 ,1999,7.4417 ,600309,7.1365 ,002925,6.3276 ,600036,6.2062 ,601166,5.3809 ,000895,5.0265 
001628.OF,招商体育文化休闲,李佳存,000651,8.8404 ,300529,8.1610 ,603233,7.4285 ,600585,6.2837 ,300347,5.3336 ,601318,5.3247 ,300033,4.7563 ,600519,3.9238 ,000858,3.5608 ,600004,3.4685 
000916.OF,前海开源股息率100强,邱杰,000651,1.4070 ,600801,1.2177 ,000338,1.2009 ,600585,1.1895 ,600741,1.1876 ,600377,1.1570 ,000002,1.1494 ,600383,1.1385 ,600548,1.1317 ,600309,1.0938 
007615.OF,德邦民裕进取量化精锐C,王本昌,002185,1.4423 ,300725,1.2280 ,002402,1.2041 ,600668,1.2010 ,300118,1.1576 ,300038,1.1318 ,300699,1.1284 ,603368,1.1252 ,002234,1.1078 ,000933,1.1071 
007614.OF,德邦民裕进取量化精锐A,王本昌,002185,1.4423 ,300725,1.2280 ,002402,1.2041 ,600668,1.2010 ,300118,1.1576 ,300038,1.1318 ,300699,1.1284 ,603368,1.1252 ,002234,1.1078 ,000933,1.1071 
001975.OF,景顺长城环保优势,杨锐文,300207,7.4858 ,002841,6.7619 ,002352,6.6206 ,600673,5.5347 ,603515,5.4217 ,300568,4.7336 ,300413,4.4984 ,000977,4.4545 ,603160,4.4407 ,300383,4.3731 
001040.OF,新华策略精选,赵强,603338,7.7528 ,000333,6.0313 ,000656,5.6678 ,600690,5.5299 ,600048,5.3187 ,600585,5.2911 ,601100,5.1512 ,002372,3.9797 ,000002,3.9223 ,600383,3.7534 
001163.OF,银华中国梦30,薄官辉,600519,9.8507 ,000858,9.7064 ,600298,6.7852 ,600690,6.7200 ,603369,6.1777 ,600887,5.6997 ,002508,5.5252 ,600809,5.2126 ,000568,5.1974 ,600600,5.1061 
005777.OF,广发科技动力,李耀柱,3690,9.0998 ,002415,7.8526 ,002371,7.5983 ,600703,7.4632 ,0700,6.0092 ,000725,5.3148 ,300059,4.9917 ,300113,4.1159 ,2018,3.8210 ,300088,3.6104 
005570.OF,中融智选红利C,陈薪羽,600383,2.2963 ,000921,2.2921 ,601155,2.1350 ,600823,2.1339 ,002367,2.1162 ,000877,2.1002 ,600153,2.0925 ,600449,2.0840 ,600104,2.0339 ,600325,2.0122 
005569.OF,中融智选红利A,陈薪羽,600383,2.2963 ,000921,2.2921 ,601155,2.1350 ,600823,2.1339 ,002367,2.1162 ,000877,2.1002 ,600153,2.0925 ,600449,2.0840 ,600104,2.0339 ,600325,2.0122 
376510.OF,上投摩根大盘蓝筹,朱晓龙,601318,6.6647 ,600036,5.0755 ,600519,4.9162 ,600837,3.8565 ,601398,3.3420 ,000002,2.8599 ,000333,2.5654 ,600031,2.3893 ,600030,2.2814 ,603799,2.2467 
167703.OF,德邦量化优选C,王本昌,601318,4.6055 ,601717,1.8211 ,601398,1.7885 ,600873,1.7820 ,300016,1.7171 ,002677,1.6883 ,600519,1.6777 ,300130,1.6318 ,300776,1.5320 ,601058,1.5304 
167702.OF,德邦量化优选A,王本昌,601318,4.6055 ,601717,1.8211 ,601398,1.7885 ,600873,1.7820 ,300016,1.7171 ,002677,1.6883 ,600519,1.6777 ,300130,1.6318 ,300776,1.5320 ,601058,1.5304 
001186.OF,富国文体健康,林庆,002643,9.1071 ,000001,6.2385 ,300285,5.5647 ,600887,5.1288 ,002001,4.8243 ,002555,4.5957 ,300003,4.5104 ,600862,4.2273 ,603579,3.3252 ,600030,3.2318 
001877.OF,宝盈国家安全战略沪港深,曹潜,601225,7.0527 ,600900,6.7166 ,601766,6.4450 ,600967,6.4251 ,688111,6.4216 ,600760,5.5190 ,600990,5.5024 ,3888,5.4479 ,601088,4.5103 ,600536,4.4805 
004404.OF,平安股息精选C,孙东宁,600030,8.7986 ,601601,8.3475 ,600036,7.9228 ,601009,7.9144 ,601628,7.8977 ,601166,7.8926 ,600000,7.6807 ,000333,7.3266 ,000776,5.5815 ,002142,5.2089 
004403.OF,平安股息精选A,孙东宁,600030,8.7986 ,601601,8.3475 ,600036,7.9228 ,601009,7.9144 ,601628,7.8977 ,601166,7.8926 ,600000,7.6807 ,000333,7.3266 ,000776,5.5815 ,002142,5.2089 
003985.OF,嘉实新能源新材料C,姚志鹏,300750,9.3083 ,300274,7.0218 ,300450,5.9326 ,601012,5.8966 ,600438,5.7232 ,603659,4.7085 ,300037,4.6787 ,300618,4.3815 ,300224,4.3046 ,300124,3.2979 
003984.OF,嘉实新能源新材料A,姚志鹏,300750,9.3083 ,300274,7.0218 ,300450,5.9326 ,601012,5.8966 ,600438,5.7232 ,603659,4.7085 ,300037,4.6787 ,300618,4.3815 ,300224,4.3046 ,300124,3.2979 
001576.OF,国泰智能装备,王阳,002050,9.5597 ,600885,9.1910 ,002475,8.7604 ,601012,8.6500 ,600570,8.6096 ,600690,8.3547 ,603337,8.2677 ,300408,5.4725 ,300037,3.7966 ,300207,3.7919 
005970.OF,国泰消费优选,彭凌志,600521,9.0228 ,603444,8.8091 ,002563,7.9747 ,601021,7.8013 ,601633,7.2803 ,603214,7.1472 ,600612,7.0362 ,300616,6.6823 ,002831,6.5967 ,002352,5.8667 
001736.OF,圆信永丰优加生活,范妍,000002,7.3172 ,300009,4.3135 ,002179,3.8064 ,601021,3.5642 ,002511,3.4955 ,300010,3.3549 ,600030,3.2873 ,002223,3.2850 ,600323,2.8072 ,300750,2.7650 
003299.OF,嘉实物流产业C,肖觅,002120,10.3710 ,601799,10.0585 ,603885,6.4218 ,601021,5.5304 ,600233,5.3062 ,600115,4.8483 ,600029,4.3409 ,600153,4.2480 ,601658,4.1895 ,601111,4.1286 
003298.OF,嘉实物流产业A,肖觅,002120,10.3710 ,601799,10.0585 ,603885,6.4218 ,601021,5.5304 ,600233,5.3062 ,600115,4.8483 ,600029,4.3409 ,600153,4.2480 ,601658,4.1895 ,601111,4.1286 
001825.OF,建信中国制造2025,孙晟,601398,8.0367 ,300253,7.5822 ,000403,7.2198 ,601111,5.9332 ,601088,4.7764 ,000002,3.8076 ,600201,3.6732 ,600640,3.3649 ,600019,2.7965 ,600887,2.6364 
001421.OF,南方量化成长,李佳亮,600030,2.2007 ,601066,2.1376 ,600837,2.0376 ,601128,1.6129 ,002624,1.5285 ,000961,1.5235 ,002065,1.5098 ,300014,1.4805 ,002174,1.4739 ,603659,1.3797 
001291.OF,大摩量化多策略,余斌,601318,6.9335 ,600519,4.0089 ,600036,3.3148 ,601166,2.5893 ,000651,2.5013 ,000333,2.2506 ,600030,1.9994 ,000858,1.9148 ,600276,1.8275 ,000002,1.6294 
004716.OF,信诚量化阿尔法,提云涛,601318,6.7872 ,600519,5.7737 ,600036,4.0284 ,601166,3.2232 ,600585,3.1487 ,601211,2.8746 ,000858,2.6203 ,000651,2.4005 ,600309,2.2978 ,000333,2.1813 
007952.OF,招商财经大数据策略C,王平,601318,5.9515 ,600519,4.4937 ,600276,2.8103 ,601166,2.4569 ,000651,2.2005 ,000333,1.9567 ,600030,1.7299 ,000858,1.4315 ,300498,1.3827 ,600000,1.3783 
003416.OF,招商财经大数据策略A,王平,601318,5.9515 ,600519,4.4937 ,600276,2.8103 ,601166,2.4569 ,000651,2.2005 ,000333,1.9567 ,600030,1.7299 ,000858,1.4315 ,300498,1.3827 ,600000,1.3783 
002335.OF,汇丰晋信大盘波动精选C,方磊,002311,2.7066 ,601818,2.6688 ,600900,2.3974 ,601166,2.3965 ,601229,2.3045 ,600000,2.3042 ,600170,2.2964 ,601899,2.2890 ,600926,2.2743 ,601988,2.2599 
002334.OF,汇丰晋信大盘波动精选A,方磊,002311,2.7066 ,601818,2.6688 ,600900,2.3974 ,601166,2.3965 ,601229,2.3045 ,600000,2.3042 ,600170,2.2964 ,601899,2.2890 ,600926,2.2743 ,601988,2.2599 
001974.OF,景顺长城量化新动力,黎海威,000858,4.1392 ,600276,3.2966 ,600036,3.2697 ,601186,3.1173 ,601377,3.0138 ,600519,2.8668 ,601998,2.7423 ,601318,2.7421 ,601997,2.7341 ,600346,2.7238 
003233.OF,创金合信金融地产C,李龑,600036,9.8643 ,002142,9.7912 ,000001,9.7731 ,601318,9.5083 ,600030,8.6086 ,600837,6.6799 ,601939,4.5922 ,000002,4.5189 ,601628,4.0303 ,000961,3.6467 
003232.OF,创金合信金融地产A,李龑,600036,9.8643 ,002142,9.7912 ,000001,9.7731 ,601318,9.5083 ,600030,8.6086 ,600837,6.6799 ,601939,4.5922 ,000002,4.5189 ,601628,4.0303 ,000961,3.6467 
000457.OF,上投摩根核心成长,李博,002236,11.6455 ,300014,5.3071 ,600030,4.5532 ,601318,4.0556 ,600036,3.9568 ,600383,3.8401 ,600837,3.8351 ,600031,3.7299 ,601012,3.5504 ,002798,3.2707 
005826.OF,华夏潜龙精选,潘中宁,000651,10.5454 ,600519,10.0121 ,000858,9.5685 ,601318,7.6139 ,3690,7.1824 ,300003,6.6359 ,600031,5.1402 ,601888,3.9521 ,600585,3.5854 ,0291,3.5324 
004686.OF,华夏研究精选,林晶,000001,5.1935 ,601688,4.6673 ,600036,4.3741 ,601318,4.3068 ,600519,3.8163 ,600837,3.5037 ,000651,2.8362 ,002475,2.7272 ,600048,2.5328 ,600309,2.1115 
001008.OF,工银瑞信国企改革主题,何肖颉,601601,10.9750 ,600048,6.3234 ,000651,6.1895 ,601318,5.7045 ,002142,5.2639 ,000661,4.7329 ,600519,4.2527 ,601166,3.6325 ,000708,3.5796 ,600585,3.4874 
960000.OF,汇丰晋信大盘H,郭敏,601166,8.4421 ,601601,6.5161 ,600048,4.5894 ,601336,4.4246 ,000895,3.9540 ,603882,3.9017 ,002624,3.6020 ,601012,3.5424 ,000921,3.2479 ,601628,3.1190 
540006.OF,汇丰晋信大盘A,郭敏,601166,8.4421 ,601601,6.5161 ,600048,4.5894 ,601336,4.4246 ,000895,3.9540 ,603882,3.9017 ,002624,3.6020 ,601012,3.5424 ,000921,3.2479 ,601628,3.1190 
001097.OF,华泰柏瑞积极优选,方伦煜,601318,5.0772 ,002714,4.1878 ,000002,3.7179 ,601398,3.1114 ,002120,3.0778 ,002142,2.8483 ,300059,2.8393 ,601166,2.8060 ,600030,2.8013 ,600036,2.7766 
360001.OF,光大核心,翟云飞,600036,5.3761 ,600276,4.0665 ,300498,3.9980 ,601398,3.9617 ,601601,3.8742 ,601012,3.4934 ,601628,3.4216 ,601939,3.3895 ,000568,3.3478 ,600346,3.2747 
000756.OF,建信潜力新蓝筹,许杰,002624,4.5264 ,300596,4.2351 ,002146,4.0027 ,601601,3.9992 ,601899,3.6157 ,600887,3.4516 ,603063,3.4119 ,601166,3.3997 ,601688,3.3583 ,002127,3.3120 
000893.OF,工银瑞信创新动力,杨鑫鑫,000069,6.3934 ,600820,5.9155 ,601117,5.8844 ,601607,4.8246 ,600362,4.8168 ,000895,4.7651 ,000726,4.3555 ,600563,4.0584 ,600048,3.8067 ,600426,3.5877 
002952.OF,建信多因子量化,叶乐天,600519,5.5279 ,601318,4.2191 ,000858,2.8104 ,601658,2.3102 ,000661,2.1796 ,600887,1.9266 ,600276,1.8048 ,300059,1.7365 ,000333,1.7042 ,002475,1.6870 
001404.OF,招商移动互联网,张林,002475,6.4040 ,300014,5.2847 ,002241,5.2161 ,601799,4.9088 ,002600,4.8961 ,603986,4.7124 ,002912,4.5338 ,603501,4.4885 ,002410,4.0463 ,000977,3.9025 
004813.OF,中欧先进制造C,于浩成,002353,8.4680 ,603338,8.1863 ,601012,7.6470 ,601799,6.8090 ,300450,6.4823 ,603659,6.4237 ,002475,6.1802 ,600031,6.1692 ,603596,5.7208 ,002812,5.4271 
004812.OF,中欧先进制造A,于浩成,002353,8.4680 ,603338,8.1863 ,601012,7.6470 ,601799,6.8090 ,300450,6.4823 ,603659,6.4237 ,002475,6.1802 ,600031,6.1692 ,603596,5.7208 ,002812,5.4271 
001036.OF,嘉实企业变革,谢泽林,000002,4.8200 ,300036,4.5245 ,002035,3.9175 ,601799,3.8344 ,600048,3.5263 ,600519,3.4717 ,002439,3.4225 ,002791,3.2702 ,000725,3.1984 ,300207,3.1882 
005825.OF,申万菱信智能驱动,张朋,002475,8.3565 ,002624,7.3709 ,002555,6.0097 ,601799,5.3350 ,002123,5.0395 ,603799,4.9808 ,300413,4.9601 ,002142,4.9170 ,002463,4.8433 ,600519,4.7539 
005034.OF,银华智能汽车C,马君,000338,8.3642 ,300750,7.4579 ,600104,5.6860 ,601799,4.5907 ,601689,4.4593 ,000951,4.2910 ,600741,4.0840 ,002434,3.5994 ,002594,2.9743 ,603596,2.7710 
005033.OF,银华智能汽车A,马君,000338,8.3642 ,300750,7.4579 ,600104,5.6860 ,601799,4.5907 ,601689,4.4593 ,000951,4.2910 ,600741,4.0840 ,002434,3.5994 ,002594,2.9743 ,603596,2.7710 
005621.OF,中欧品质消费C,郭睿,603708,10.4430 ,002714,10.1169 ,000651,9.8349 ,601888,9.8070 ,000876,9.4474 ,603345,7.4525 ,002127,5.6536 ,603520,5.6280 ,002624,5.3863 ,000333,5.1096 
005620.OF,中欧品质消费A,郭睿,603708,10.4430 ,002714,10.1169 ,000651,9.8349 ,601888,9.8070 ,000876,9.4474 ,603345,7.4525 ,002127,5.6536 ,603520,5.6280 ,002624,5.3863 ,000333,5.1096 
005402.OF,广发资源优选,孙迪,600529,8.8740 ,000002,8.2850 ,600048,7.3219 ,601899,7.2430 ,002643,7.2350 ,600309,6.0505 ,600486,5.4578 ,603799,5.2697 ,603737,4.6466 ,000708,4.1715 
005661.OF,嘉实资源精选C,吴云峰,600426,9.2994 ,600720,7.7627 ,600309,7.2330 ,601899,6.8583 ,600486,6.2472 ,002643,6.0367 ,600583,4.8630 ,1378,4.4867 ,2899,4.4756 ,002768,3.7540 
005660.OF,嘉实资源精选A,吴云峰,600426,9.2994 ,600720,7.7627 ,600309,7.2330 ,601899,6.8583 ,600486,6.2472 ,002643,6.0367 ,600583,4.8630 ,1378,4.4867 ,2899,4.4756 ,002768,3.7540 
007586.OF,华泰保兴多策略三个月,尚烁徽,600519,5.6687 ,601318,5.6326 ,600754,5.2926 ,601899,5.2185 ,000786,4.1417 ,601658,4.1123 ,300450,3.9006 ,300750,3.5593 ,002212,3.5388 ,603583,3.3054 
671030.OF,西部利得事件驱动,刘荟,601318,8.0679 ,600519,7.9772 ,600036,6.3018 ,601916,6.1631 ,600276,4.7213 ,601166,4.6641 ,600030,3.0936 ,600887,2.9209 ,600016,2.5161 ,600000,2.4023 
006957.OF,长江量化匠心甄选C,祗飞跃,002273,1.9910 ,600895,1.7924 ,600338,1.7254 ,601958,1.7158 ,600643,1.6539 ,300014,1.5899 ,300251,1.5685 ,600720,1.5655 ,300118,1.5577 ,002367,1.5526 
006911.OF,长江量化匠心甄选A,祗飞跃,002273,1.9910 ,600895,1.7924 ,600338,1.7254 ,601958,1.7158 ,600643,1.6539 ,300014,1.5899 ,300251,1.5685 ,600720,1.5655 ,300118,1.5577 ,002367,1.5526 
005188.OF,海富通量化前锋C,杜晓海,601658,4.4019 ,000338,2.2684 ,002415,2.2433 ,601966,2.1703 ,601916,2.1560 ,000063,1.9933 ,002475,1.9753 ,600048,1.9401 ,002353,1.9315 ,002007,1.7094 
005189.OF,海富通量化前锋A,杜晓海,601658,4.4019 ,000338,2.2684 ,002415,2.2433 ,601966,2.1703 ,601916,2.1560 ,000063,1.9933 ,002475,1.9753 ,600048,1.9401 ,002353,1.9315 ,002007,1.7094 
000688.OF,景顺长城研究精选,曾理,601318,8.2576 ,600036,4.9898 ,601997,3.1301 ,601998,3.1179 ,601186,3.0174 ,600276,2.8163 ,000858,2.6622 ,000651,2.5815 ,601377,2.5791 ,600346,2.2431 
004241.OF,中欧时代先锋C,周应波,600406,8.1428 ,000001,7.3952 ,000002,7.2167 ,603160,5.2404 ,000651,5.0571 ,300413,3.9837 ,600741,3.3724 ,300136,3.1694 ,002466,3.0195 ,002475,2.8267 
001938.OF,中欧时代先锋A,周应波,600406,8.1428 ,000001,7.3952 ,000002,7.2167 ,603160,5.2404 ,000651,5.0571 ,300413,3.9837 ,600741,3.3724 ,300136,3.1694 ,002466,3.0195 ,002475,2.8267 
006257.OF,信达澳银先进智造,冯明远,002456,3.9578 ,600584,3.6454 ,002185,3.2668 ,603186,3.2288 ,603005,3.1288 ,002156,2.8801 ,600131,2.6278 ,603501,2.5787 ,603659,2.4847 ,603516,2.4625 
001313.OF,上投摩根智慧互联,郭晨,603986,6.7950 ,000661,6.4539 ,300601,6.1359 ,603259,6.0735 ,002241,5.7695 ,002475,5.7506 ,603501,5.4309 ,002768,3.8012 ,002555,3.4584 ,300136,3.2787 
002300.OF,长盛医疗行业,周思聪,600276,10.3411 ,000661,7.9201 ,300760,7.8331 ,603259,7.7293 ,300347,7.7191 ,300601,7.6987 ,300015,7.4709 ,300558,4.8627 ,603658,4.6692 ,300357,4.0797 
004851.OF,广发医疗保健A,吴兴武,300015,9.2185 ,300357,8.4924 ,300760,8.2789 ,603259,7.8008 ,600276,7.4851 ,000661,7.2196 ,300347,6.4866 ,600529,5.7704 ,600436,4.2872 ,300463,3.6947 
001230.OF,鹏华医药科技,金笑非,600276,11.2936 ,000661,11.0071 ,300760,10.6812 ,603259,10.4391 ,300015,10.0536 ,300651,5.5903 ,300601,5.3888 ,300347,4.9544 ,600763,4.1688 ,300558,3.7211 
000780.OF,鹏华医疗保健,郎超,600276,11.1944 ,000661,10.8038 ,300760,9.8873 ,603259,9.7921 ,300015,5.9431 ,300601,4.8794 ,002821,4.5471 ,600763,4.4601 ,300759,4.4559 ,600529,3.5271 
001126.OF,上投摩根卓越制造,李德辉,600031,7.4855 ,002475,6.9229 ,603338,6.2270 ,603259,6.0663 ,300760,5.4037 ,600276,4.4997 ,600519,3.4045 ,300496,3.3844 ,300015,2.9618 ,601012,2.9551 
001009.OF,上投摩根安全战略,陈思郁,000661,7.2659 ,002475,5.6745 ,600519,5.0679 ,603338,5.0443 ,300015,3.8677 ,002353,3.7579 ,002607,3.5588 ,600276,3.5119 ,300601,3.5046 ,600031,3.4895 
007950.OF,招商量化精选C,王平,601636,1.7020 ,600449,1.6306 ,600720,1.6288 ,603368,1.5866 ,601900,1.5560 ,600197,1.4539 ,603609,1.3929 ,600985,1.2800 ,600261,1.2509 ,603589,1.2315 
001917.OF,招商量化精选A,王平,601636,1.7020 ,600449,1.6306 ,600720,1.6288 ,603368,1.5866 ,601900,1.5560 ,600197,1.4539 ,603609,1.3929 ,600985,1.2800 ,600261,1.2509 ,603589,1.2315 
004784.OF,招商稳健优选,钟贇,002475,8.7805 ,600519,8.3791 ,002714,7.7692 ,603369,7.3114 ,600438,6.4816 ,002311,5.6843 ,002624,4.6629 ,000858,3.9752 ,300601,3.4958 ,600745,3.2839 
540008.OF,汇丰晋信低碳先锋,陆彬,300751,10.1236 ,300724,9.7481 ,600546,9.5625 ,603396,6.3240 ,300750,5.6976 ,002466,5.6562 ,603037,5.0123 ,603799,4.6863 ,603203,4.3923 ,600114,4.2790 
001644.OF,汇丰晋信智造先锋C,陆彬,600546,10.4335 ,300751,10.1809 ,300724,10.1275 ,603396,6.3633 ,300750,6.1515 ,002466,6.1125 ,603037,4.8623 ,603203,4.6617 ,002460,4.0958 ,603799,3.9620 
001643.OF,汇丰晋信智造先锋A,陆彬,600546,10.4335 ,300751,10.1809 ,300724,10.1275 ,603396,6.3633 ,300750,6.1515 ,002466,6.1125 ,603037,4.8623 ,603203,4.6617 ,002460,4.0958 ,603799,3.9620 
001050.OF,汇添富成长多因子量化策略,吴振翔,002821,1.7213 ,601233,1.6872 ,600845,1.4871 ,603444,1.4700 ,300253,1.3658 ,600704,1.3214 ,002916,1.3040 ,603986,1.2944 ,000807,1.2461 ,000661,1.2452 
005894.OF,华夏优势精选,李湘杰,002475,10.8157 ,002241,6.9917 ,300750,6.3533 ,603501,5.8341 ,000725,5.5169 ,300014,5.3305 ,300207,3.6833 ,300136,2.8888 ,002938,2.2204 ,002460,2.1286 
000524.OF,上投摩根民生需求,杨景喻,603259,6.0494 ,300014,4.2259 ,600519,4.0240 ,603501,4.0026 ,000661,3.9451 ,300750,3.7962 ,603338,3.5890 ,002475,3.5801 ,300136,3.5097 ,002555,3.4915 
000697.OF,汇添富移动互联,杨瑨,002410,6.6257 ,600570,4.9839 ,002475,4.8463 ,603501,4.2076 ,600588,3.8222 ,002415,3.7391 ,601888,3.1802 ,300383,3.1419 ,603986,3.0288 ,300782,2.9314 
000867.OF,华宝品质生活,光磊,000661,9.3962 ,002821,8.6895 ,603883,7.6566 ,603711,7.1099 ,600547,6.5005 ,300014,5.2468 ,002384,4.7106 ,000063,4.3282 ,002851,3.5807 ,300129,3.4875 
001696.OF,南方智造未来,应帅,600519,10.0417 ,600036,6.6980 ,603259,4.4126 ,603730,3.9104 ,002180,3.6671 ,600131,3.5767 ,601600,3.5491 ,600745,3.3797 ,603232,3.1289 ,300760,3.0394 
001072.OF,华安智能装备主题,李欣,601138,6.4246 ,000636,5.9196 ,300657,4.5740 ,603799,3.9811 ,000977,3.9400 ,000063,3.7767 ,002475,3.5041 ,603129,3.2552 ,300327,3.2395 ,000725,3.0358 
001790.OF,国泰智能汽车,周伟锋,600885,9.5131 ,002466,9.4668 ,002050,9.4071 ,603799,6.4802 ,603179,6.2125 ,600563,6.1812 ,300457,4.9241 ,603786,4.5837 ,002594,4.3034 ,300035,4.1838 
001849.OF,前海开源强势共识100强,谢屹,600519,1.6594 ,300014,1.5831 ,000858,1.3993 ,603816,1.3727 ,000651,1.3339 ,601689,1.2836 ,002174,1.2404 ,000596,1.2393 ,000333,1.1823 ,601872,1.1760 
005310.OF,广发电子信息传媒产业精选,观富钦,002475,8.4620 ,300207,6.7806 ,002415,5.6349 ,603986,5.5451 ,000063,5.3281 ,000977,5.3247 ,002027,5.0220 ,600703,4.6573 ,300413,3.9914 ,002384,3.9417 
005036.OF,银华信息科技量化C,李宜璇,002415,5.4550 ,002475,4.6245 ,000977,3.2962 ,603986,3.1580 ,600570,3.1525 ,600050,3.1246 ,603160,2.9296 ,300136,2.7638 ,002241,2.7463 ,300253,2.3114 
005035.OF,银华信息科技量化A,李宜璇,002415,5.4550 ,002475,4.6245 ,000977,3.2962 ,603986,3.1580 ,600570,3.1525 ,600050,3.1246 ,603160,2.9296 ,300136,2.7638 ,002241,2.7463 ,300253,2.3114 
001719.OF,工银瑞信国家战略主题,陈小鹭,600030,9.6591 ,601688,9.4233 ,300251,8.5818 ,688111,5.3647 ,300059,5.3584 ,600570,5.3043 ,603960,5.1611 ,002230,5.1544 ,688008,5.1122 ,000977,4.2972 
006751.OF,富国互联科技,许炎,002475,8.0742 ,603501,7.7088 ,603986,7.3921 ,688111,6.5724 ,600845,6.1685 ,300628,4.9755 ,300750,4.3499 ,300782,3.9524 ,688008,3.5950 ,002859,3.4347 
006080.OF,海富通电子信息传媒产业C,施敏佳,002475,6.4342 ,300379,6.0661 ,000063,5.5121 ,688111,5.4898 ,300628,5.3090 ,603160,5.1343 ,600845,5.0665 ,300433,5.0527 ,603986,5.0387 ,300059,4.7831 
006081.OF,海富通电子信息传媒产业A,施敏佳,002475,6.4342 ,300379,6.0661 ,000063,5.5121 ,688111,5.4898 ,300628,5.3090 ,603160,5.1343 ,600845,5.0665 ,300433,5.0527 ,603986,5.0387 ,300059,4.7831 
003956.OF,南方现代教育,萧嘉倩,300010,8.5943 ,603986,7.2492 ,002607,5.2837 ,688111,5.2150 ,300659,5.1394 ,002624,5.1125 ,300661,5.0372 ,300438,4.9590 ,002241,4.8738 ,600556,4.8178 
005161.OF,华商上游产业,童立,000878,5.1405 ,002311,4.9264 ,300750,4.8534 ,688388,4.5237 ,300769,4.2859 ,002791,4.1724 ,600031,4.0831 ,000401,4.0735 ,603799,4.0427 ,002001,3.9787 
